date,precipIntensity,precipIntensityMax,precipProbability,precipAccumulation,precipType,temperatureHigh,temperatureLow,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,uvIndex,visibility,ozone,sunriseTime,sunsetTime
2017-12-01 00:00:00,0,0,0,,,64.05,31.17,23.65,0.43,,3.15,218,0,3,9.997,,,
2017-12-02 00:00:00,0,0,0,,,64.31,37.63,27.09,0.48,,4.13,155,0,3,9.997,,,
2017-12-03 00:00:00,0,0,0,,,62.51,25.67,22.27,0.35,,8.16,230,0.04,2,9.997,,,
2017-12-04 00:00:00,0,0,0,,,42.77,23.45,4.29,0.29,,5.72,9,0,3,9.997,,,
2017-12-05 00:00:00,0,0,0,,,45.87,22.78,1.48,0.28,,7.31,45,0,3,9.997,,,
2017-12-06 00:00:00,0,0,0,,,51.96,23.56,5.77,0.29,,5.61,357,0,3,9.997,,,
2017-12-07 00:00:00,0,0,0,,,49.96,23.76,2.93,0.26,,4.97,19,0.06,3,9.434,,,
2017-12-08 00:00:00,0,0,0,,,55.53,28.29,6.64,0.28,,4.01,335,0.06,3,9.223,,,
2017-12-09 00:00:00,0,0,0,,,61.07,26.95,3.41,0.21,,3.84,22,0,3,9.112,,,
2017-12-10 00:00:00,0,0,0,,,62.24,25.2,-2.44,0.17,,4.09,58,0,3,8.219,,,
2017-12-11 00:00:00,0,0,0,,,61.17,28.42,-5.17,0.15,,3.94,47,0,3,9.997,,,
2017-12-12 00:00:00,0,0,0,,,62.57,27.59,-0.59,0.17,,3.93,55,0,3,9.997,,,
2017-12-13 00:00:00,0,0,0,,,63.71,31.92,4.33,0.22,,3.58,31,0.01,3,9.997,,,
2017-12-14 00:00:00,0,0,0,,,55.52,23.67,14.71,0.33,,7.8,359,0,3,9.706,,,
2017-12-15 00:00:00,0,0,0,,,57.22,28.01,4.48,0.27,,3.74,105,0.08,3,7.665,,,
2017-12-16 00:00:00,0,0,0,,,51.65,28.06,3.97,0.25,,3.52,290,0.16,3,9.059,,,
2017-12-17 00:00:00,0,0,0,,,49.69,23.1,16.38,0.46,,6.13,346,0.06,3,9.715,,,
2017-12-18 00:00:00,0,0,0,,,51.76,23.69,13.65,0.44,,3.49,90,0,3,9.997,,,
2017-12-19 00:00:00,0,0,0,,,57.17,25.91,14.32,0.4,,3.22,224,0,2,9.997,,,
2017-12-20 00:00:00,0,0,0,,,55.24,25.11,16.35,0.41,,6.33,212,0.22,2,9.707,,,
2017-12-21 00:00:00,0,0,0,,,35.53,10.75,14.57,0.57,,9.41,332,0.26,2,9.804,,,
2017-12-22 00:00:00,0,0,0,,,44.64,21.25,6.67,0.43,,3.62,277,0,2,9.997,,,
2017-12-23 00:00:00,0,0,0,,,53.17,27.72,5.65,0.32,,3.09,256,0.16,3,9.997,,,
2017-12-24 00:00:00,0,0,0,,,55.52,33.71,7.71,0.27,,2.96,40,0.03,3,9.997,,,
2017-12-25 00:00:00,0,0,0,,,55.41,27.77,10.71,0.28,,3.62,261,0.2,3,9.997,,,
2017-12-26 00:00:00,0,0,0,,,58.7,24.11,14.22,0.37,,3.61,275,0,3,9.997,,,
2017-12-27 00:00:00,0,0,0,,,64.17,24.72,8.29,0.3,,3.46,0,0,3,9.997,,,
2017-12-28 00:00:00,0,0,0,,,63.82,26.56,0.9,0.2,,3.58,51,0,3,9.997,,,
2017-12-29 00:00:00,0,0,0,,,67.86,28.1,1.09,0.18,,3.79,43,0,3,9.997,,,
2017-12-30 00:00:00,0,0,0,,,63.8,26.53,2.31,0.19,,3.79,288,0,3,9.997,,,
2017-12-31 00:00:00,0,0,0,,,56.36,24.81,4.97,0.24,,3.67,14,0,3,9.997,,,
2018-01-01 00:00:00,0,0,0,,,58.95,30.08,7.47,0.28,,3.5,286,0,3,9.997,,,
2018-01-02 00:00:00,0,0,0,,,55.73,27.42,9.42,0.28,,3.69,63,0,3,9.997,,,
2018-01-03 00:00:00,0,0,0,,,55.02,26.16,2.95,0.23,,4.87,60,0,3,9.997,,,
2018-01-04 00:00:00,0,0,0,,,60.58,29.5,0.98,0.2,,3.59,70,0,3,9.856,,,
2018-01-05 00:00:00,0,0,0,,,62.36,37.12,16.11,0.34,,3.48,234,0,3,9.997,,,
2018-01-06 00:00:00,0,0,0,,,56.88,33.22,29.33,0.54,,3.67,286,0.44,3,9.997,,,
2018-01-07 00:00:00,0,0,0,,,56.85,31.9,28.49,0.63,,3.87,70,0.02,3,9.715,,,
2018-01-08 00:00:00,0.0003,0.0043,0.89,,rain,50,39.73,28.1,0.59,,4.56,95,0.48,2,9.997,,,
2018-01-09 00:00:00,0.0152,0.086,1,,rain,48.22,37.46,39.26,0.87,,5.84,46,0.92,2,9.726,,,
2018-01-10 00:00:00,0.0019,0.0142,0.92,,rain,43.16,29.35,38.52,0.94,,6.45,239,0.94,2,8.944,,,
2018-01-11 00:00:00,0,0,0,,,51.57,27.78,31.59,0.78,,3.14,13,0.09,3,9.371,,,
2018-01-12 00:00:00,0,0,0,,,55.6,26.16,30.05,0.69,,3.5,8,0,3,9.997,,,
2018-01-13 00:00:00,0,0,0,,,57.36,30.83,26.55,0.57,,4.43,21,0,3,9.997,,,
2018-01-14 00:00:00,0,0,0,,,58.66,30.05,29.01,0.59,,4.28,48,0,3,9.997,,,
2018-01-15 00:00:00,0,0,0,,,59.19,34.85,29.61,0.6,,3.62,34,0,3,9.997,,,
2018-01-16 00:00:00,0,0,0,,,56.54,28.09,27.53,0.55,,5.43,37,0.09,3,9.997,,,
2018-01-17 00:00:00,0,0,0,,,60.24,29.51,27.65,0.61,,3.58,25,0,3,9.997,,,
2018-01-18 00:00:00,0,0,0,,,59.21,30.34,27.82,0.59,,4.09,74,0,3,9.997,,,
2018-01-19 00:00:00,0,0,0,,,60.75,41.49,27.08,0.51,,4.98,195,0.01,3,9.997,,,
2018-01-20 00:00:00,0.0025,0.0411,0.94,,rain,44.43,25.86,29.7,0.72,,7.07,293,0.86,3,9.762,,,
2018-01-21 00:00:00,0,0,0,,,39.39,15.48,15.29,0.52,,7.81,345,0.13,3,9.997,,,
2018-01-22 00:00:00,0,0,0,,,44.42,18.85,13.14,0.57,,3.12,64,0,3,9.997,,,
2018-01-23 00:00:00,0,0,0,,,50.77,25.81,16.14,0.53,,4.38,89,0,3,9.997,,,
2018-01-24 00:00:00,0,0,0,,,55.38,29.46,14.84,0.44,,4.51,93,0,3,9.997,,,
2018-01-25 00:00:00,0,0,0,,,56.86,18.85,11.43,0.31,,8.88,226,0.07,3,9.997,,,
2018-01-26 00:00:00,0,0,0,,,46.79,16.78,13.42,0.5,,3.95,350,0.1,3,9.997,,,
2018-01-27 00:00:00,0,0,0,,,52.01,26.21,8.32,0.4,,3.49,326,0,3,9.997,,,
2018-01-28 00:00:00,0,0,0,,,59.21,29.45,19.46,0.43,,4.04,15,0,3,9.997,,,
2018-01-29 00:00:00,0,0,0,,,60.94,28.33,20.73,0.42,,4.48,52,0,3,9.997,,,
2018-01-30 00:00:00,0,0,0,,,63.58,27.99,20.08,0.4,,4.5,141,0,3,9.997,,,
2018-01-31 00:00:00,0,0,0,,,64.39,31.62,18.91,0.39,,4.21,268,0,4,9.997,,,
2018-02-01 00:00:00,0,0,0,,,62.72,34.14,20.61,0.38,,3.52,316,0,4,9.997,,,
2018-02-02 00:00:00,0,0,0,,,64.51,34.45,26.49,0.45,,3.83,328,0,4,9.997,,,
2018-02-03 00:00:00,0,0,0,,,63,35.71,27.66,0.48,,4.15,295,0,4,9.997,,,
2018-02-04 00:00:00,0,0,0,,,65.95,30.17,24.73,0.42,,4.12,278,0,4,9.997,,,
2018-02-05 00:00:00,0,0,0,,,64.54,36.5,22.31,0.4,,4.64,235,0,4,9.997,,,
2018-02-06 00:00:00,0,0,0,,,56.87,25.33,18.78,0.36,,6.61,9,0.12,4,9.997,,,
2018-02-07 00:00:00,0,0,0,,,61.09,28.48,14.83,0.35,,4.09,75,0,4,9.859,,,
2018-02-08 00:00:00,0,0,0,,,66.15,31.75,19.8,0.35,,3.61,58,0,4,9.997,,,
2018-02-09 00:00:00,0,0,0,,,67.53,33.71,21.3,0.37,,4.82,245,0,4,9.859,,,
2018-02-10 00:00:00,0,0,0,,,61.82,17.68,19.28,0.4,,7.89,331,0.11,4,9.991,,,
2018-02-11 00:00:00,0,0,0,,,53.26,35.11,3.88,0.3,,5.81,72,0,4,9.996,,,
2018-02-12 00:00:00,0.005,0.0298,0.97,,rain,45.91,31.22,22.78,0.61,,4.99,197,0.7,3,8.34,,,
2018-02-13 00:00:00,0.0064,0.0634,0.84,,rain,47.98,35.16,34.65,0.86,,3.06,73,0.91,3,9.406,,,
2018-02-14 00:00:00,0.0038,0.038,0.87,,rain,49.97,36.43,37.89,0.88,,4.78,198,0.87,2,9.587,,,
2018-02-15 00:00:00,0.002,0.0182,0.87,,rain,49.78,25.65,30.35,0.7,,5.38,307,0.65,3,9.997,,,
2018-02-16 00:00:00,0,0,0,,,49.78,22.77,17.21,0.48,,4.51,27,0,5,9.997,,,
2018-02-17 00:00:00,0,0,0,,,56.89,26.72,22.01,0.56,,3.66,179,0,5,9.995,,,
2018-02-18 00:00:00,0,0,0,,,56.8,34.39,23.8,0.51,,7.13,203,0.09,4,9.997,,,
2018-02-19 00:00:00,0,0,0,,,37.59,16.95,18.59,0.53,,11.91,234,0.4,4,9.546,,,
2018-02-20 00:00:00,0,0,0,,,35.62,15.91,7.54,0.5,,4.21,252,0.23,4,9.997,,,
2018-02-21 00:00:00,0,0,0,,,37.44,13.04,7.54,0.42,,5.19,23,0.36,5,9.997,,,
2018-02-22 00:00:00,0,0,0,,,39.6,18.59,13.82,0.59,,5.72,206,0.39,5,8.999,,,
2018-02-23 00:00:00,0.0002,0.0032,0.06,,rain,36.99,9.97,21.41,0.78,,4.85,265,0.46,4,9.88,,,
2018-02-24 00:00:00,0,0,0,,,35.76,18.82,11.03,0.55,,4.81,255,0.17,5,9.997,,,
2018-02-25 00:00:00,0,0,0,,,43.41,17.63,13.18,0.5,,3.94,115,0.13,6,9.997,,,
2018-02-26 00:00:00,0,0,0,,,51.47,26.1,11.39,0.44,,4.92,191,0,6,9.997,,,
2018-02-27 00:00:00,0,0,0,,,51.73,23.87,12.9,0.39,,5.27,161,0.14,6,9.997,,,
2018-02-28 00:00:00,0,0,0,,,49.98,23.01,20.76,0.57,,5.17,237,0,6,9.997,,,
2018-03-01 00:00:00,0,0,0,,,53.1,28.45,21.09,0.55,,5.1,179,0.27,5,9.997,,,
2018-03-02 00:00:00,0,0,0,,,60.88,31.84,16.08,0.35,,9.09,188,0,6,9.997,,,
2018-03-03 00:00:00,0,0,0,,,58.75,31.21,20.6,0.38,,8.81,193,0.24,6,9.997,,,
2018-03-04 00:00:00,0.0005,0.011,0.87,,rain,44.34,17.93,21.02,0.56,,8.85,266,0.63,5,9.649,,,
2018-03-05 00:00:00,0,0,0,,,49.9,22.65,5.5,0.37,,5.39,30,0,6,9.997,,,
2018-03-06 00:00:00,0,0,0,,,58.84,25.86,-3.51,0.17,,6.34,37,0,6,9.997,,,
2018-03-07 00:00:00,0,0,0,,,54.22,27.69,2.72,0.21,,5.37,51,0.14,6,9.997,,,
2018-03-08 00:00:00,0,0,0,,,64.44,29.88,10.79,0.28,,4.24,263,0.01,7,9.997,,,
2018-03-09 00:00:00,0,0,0,,,66.06,29.68,16.21,0.33,,4.42,261,0,7,9.996,,,
2018-03-10 00:00:00,0.0011,0.013,0.42,,rain,58.97,42.36,26.96,0.51,,4.62,194,0.23,7,9.997,,,
2018-03-11 00:00:00,0.007,0.0293,0.98,,rain,55.84,35.34,41.36,0.81,,4.64,53,0.8,4,9.984,,,
2018-03-12 00:00:00,0,0,0,,,62.79,38.92,36.56,0.68,,4.71,59,0.05,7,9.997,,,
2018-03-13 00:00:00,0,0,0,,,67.82,42.98,36.45,0.57,,4.66,194,0.52,5,9.997,,,
2018-03-14 00:00:00,0.0012,0.0231,0.95,,rain,65.73,38.58,37.7,0.56,,9.57,197,0.67,5,9.859,,,
2018-03-15 00:00:00,0.0033,0.0168,0.98,,rain,43.14,26.29,33.13,0.8,,5.9,222,0.75,5,8.799,,,
2018-03-16 00:00:00,0.0002,0.0015,0.91,,rain,55.07,34.57,29.38,0.71,,4.85,178,0.19,7,9.997,,,
2018-03-17 00:00:00,0,0,0,,,49.95,30.73,25.28,0.52,,6.61,210,0.56,5,9.997,,,
2018-03-18 00:00:00,0.005,0.0788,0.91,,rain,46.32,29.12,26.29,0.72,,5.64,297,0.67,6,7.372,,,
2018-03-19 00:00:00,0,0,0,,,53.25,27.87,18.17,0.46,,4.19,210,0.02,8,9.997,,,
2018-03-20 00:00:00,0,0,0,,,57.36,40.14,20.05,0.47,,4.04,80,0,8,9.997,,,
2018-03-21 00:00:00,0,0,0,,,64.38,44.78,29.08,0.43,,4.68,238,0.63,8,9.997,,,
2018-03-22 00:00:00,0.0003,0.0029,0.29,,rain,55.84,43.27,40.23,0.66,,5.69,194,0.84,5,9.988,,,
2018-03-23 00:00:00,0.0073,0.0786,0.96,,rain,60.99,33.5,39.55,0.7,,5.54,224,0.64,6,9.617,,,
2018-03-24 00:00:00,0,0,0,,,61.2,31.21,29.31,0.57,,8.07,196,0.03,8,9.997,,,
2018-03-25 00:00:00,0,0,0,,,55.45,26.8,24.03,0.46,,6.7,242,0.02,8,9.997,,,
2018-03-26 00:00:00,0,0,0,,,53.27,32.43,19.75,0.46,,8.41,352,0.05,8,9.997,,,
2018-03-27 00:00:00,0,0,0,,,56.93,31.22,14.19,0.32,,9.44,351,0,8,9.997,,,
2018-03-28 00:00:00,0,0,0,,,66.04,36.17,22.06,0.38,,5.33,342,0,8,9.997,,,
2018-03-29 00:00:00,0,0,0,,,66.17,31.59,21.64,0.33,,4.95,326,0,8,9.997,,,
2018-03-30 00:00:00,0,0,0,,,69.89,36.81,21.34,0.32,,4.97,271,0,9,9.997,,,
2018-03-31 00:00:00,0,0,0,,,73.6,40.94,23.07,0.31,,5.07,230,0,9,9.997,,,
2018-04-01 00:00:00,0,0,0,,,74.99,34.58,23.61,0.3,,5.68,232,0,9,9.996,,,
2018-04-02 00:00:00,0,0,0,,,71.43,36.15,21.01,0.29,,7.99,234,0.01,9,9.997,,,
2018-04-03 00:00:00,0,0,0,,,65.87,31.99,11.14,0.22,,6.08,342,0.12,9,9.997,,,
2018-04-04 00:00:00,0,0,0,,,69.96,39.19,12.82,0.23,,5.01,265,0,9,9.995,,,
2018-04-05 00:00:00,0,0,0,,,71.8,49.69,24.8,0.31,,5.35,239,0.01,9,9.996,,,
2018-04-06 00:00:00,0,0,0,,,74.73,49.71,30,0.31,,7.36,263,0.26,9,9.997,,,
2018-04-07 00:00:00,0.0101,0.1617,0.98,,rain,78.47,42.45,43.7,0.53,,6.86,238,0.36,9,9.99,,,
2018-04-08 00:00:00,0,0,0,,,68.01,38.42,29.59,0.42,,6.65,268,0.13,9,9.997,,,
2018-04-09 00:00:00,0,0,0,,,71.12,40.31,21.81,0.3,,5.66,17,0,9,9.997,,,
2018-04-10 00:00:00,0,0,0,,,78.89,45.74,21.04,0.27,,4.43,110,0.02,9,9.997,,,
2018-04-11 00:00:00,0,0,0,,,79.62,54.68,20.27,0.21,,8.23,206,0.04,9,9.997,,,
2018-04-12 00:00:00,0,0,0,,,62.58,34.2,13.61,0.17,,14.95,235,0.11,9,9.997,,,
2018-04-13 00:00:00,0,0,0,,,55.28,33.92,7.1,0.22,,10.03,343,0,10,9.997,,,
2018-04-14 00:00:00,0,0,0,,,66.19,35.14,15.05,0.26,,5.07,336,0,10,9.997,,,
2018-04-15 00:00:00,0,0,0,,,69.74,49.64,16.68,0.27,,4.49,167,0.07,10,9.997,,,
2018-04-16 00:00:00,0,0,0,,,73.14,36.24,9.2,0.13,,11.88,192,0.05,10,9.997,,,
2018-04-17 00:00:00,0,0,0,,,55.49,34.12,13.77,0.29,,9.58,286,0.34,10,9.997,,,
2018-04-18 00:00:00,0,0,0,,,67.66,40.74,7.6,0.19,,7.03,70,0,10,9.997,,,
2018-04-19 00:00:00,0,0,0,,,61.11,33.34,11.92,0.22,,8.75,195,0.16,9,9.997,,,
