date,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,cloudCover,uvIndex,visibility,ozone
2018-01-01 00:00:00,0,0,,,32.8,27.41,6.31,0.32,,5.72,342,5.72,0,0,9.997,
2018-01-01 01:00:00,0,0,,,31.66,28.49,3.35,0.29,,3.33,20,7.85,0,0,9.997,
2018-01-01 02:00:00,0,0,,,31.6,26.05,5.23,0.32,,5.63,4,5.63,0,0,9.997,
2018-01-01 03:00:00,0,0,,,25.1,19.45,5.22,0.42,,4.56,14,4.84,0,0,9.997,
2018-01-01 04:00:00,0,0,,,29.37,23.43,5.16,0.35,,5.61,358,5.61,0,0,9.997,
2018-01-01 05:00:00,0,0,,,26.44,26.44,5.22,0.4,,2.97,312,6.84,0,0,9.997,
2018-01-01 06:00:00,0,0,,,26.82,23,3.42,0.36,,3.31,1,4.02,0,0,9.997,
2018-01-01 07:00:00,0,0,,,26.63,26.63,3.39,0.36,,2.47,65,4.55,0,0,9.997,
2018-01-01 08:00:00,0,0,,,27.03,23.22,1.7,0.33,,3.32,72,5.36,0,0,9.997,
2018-01-01 09:00:00,0,0,,,30.12,30.12,6.82,0.37,,1.78,94,4.52,0,0,9.997,
2018-01-01 10:00:00,0,0,,,35.64,35.64,10.29,0.34,,1.83,176,4.3,0,1,9.997,
2018-01-01 11:00:00,0,0,,,46.41,46.41,10.35,0.23,,1.9,225,4.24,0,2,9.997,
2018-01-01 12:00:00,0,0,,,51.57,51.57,10.31,0.19,,3.05,180,5.58,0,2,9.997,
2018-01-01 13:00:00,0,0,,,58.51,58.51,11.94,0.16,,4.61,183,8.23,0,3,9.997,
2018-01-01 14:00:00,0,0,,,58.63,58.63,11.94,0.16,,4.71,248,11.21,0,2,9.997,
2018-01-01 15:00:00,0,0,,,56.74,56.74,8.57,0.14,,5.22,289,11.09,0,1,9.997,
2018-01-01 16:00:00,0,0,,,58.73,58.73,8.65,0.13,,7.74,257,10.64,0,0,9.997,
2018-01-01 17:00:00,0,0,,,53.44,53.44,10.35,0.18,,3.34,268,10.48,0,0,9.997,
2018-01-01 18:00:00,0,0,,,44.59,43.28,10.38,0.24,,3.27,334,7,0,0,9.997,
2018-01-01 19:00:00,0,0,,,42.7,42.7,6.95,0.23,,2.69,42,7.67,0,0,9.997,
2018-01-01 20:00:00,0,0,,,41,39.2,8.68,0.26,,3.27,160,6.32,0,0,9.997,
2018-01-01 21:00:00,0,0,,,37.8,37.8,8.65,0.29,,1.51,6,5.23,0,0,9.997,
2018-01-01 22:00:00,0,0,,,37.69,37.69,9.17,0.3,,2.86,1,5.47,0,0,9.997,
2018-01-01 23:00:00,0,0,,,36.95,34.59,8.4,0.3,,3.27,343,5.59,0,0,9.997,
2018-01-02 00:00:00,0,0,,,37.09,32.53,8.63,0.3,,5.67,36,6.78,0,0,9.997,
2018-01-02 01:00:00,0,0,,,32.7,32.7,5.25,0.31,,2.34,352,6.03,0,0,9.997,
2018-01-02 02:00:00,0,0,,,31.86,26.35,8.64,0.37,,5.65,79,5.65,0,0,9.997,
2018-01-02 03:00:00,0,0,,,33.49,29.25,9.54,0.36,,4.54,40,5.75,0,0,9.997,
2018-01-02 04:00:00,0,0,,,31.51,25.92,6.85,0.35,,5.67,303,8.5,0,0,9.997,
2018-01-02 05:00:00,0,0,,,31.16,27.87,8.65,0.38,,3.37,60,9.05,0,0,9.997,
2018-01-02 06:00:00,0,0,,,32.23,29.16,6.9,0.34,,3.3,63,9.32,0,0,9.997,
2018-01-02 07:00:00,0,0,,,30.87,26.19,5.32,0.33,,4.55,40,9.42,0,0,9.997,
2018-01-02 08:00:00,0,0,,,33.06,33.06,8.57,0.35,,2.52,46,8.21,0,0,9.997,
2018-01-02 09:00:00,0,0,,,34.51,34.51,8.63,0.33,,2.92,65,9.05,0,0,9.997,
2018-01-02 10:00:00,0,0,,,39.27,39.27,10.43,0.3,,2.07,98,8.21,0,1,9.997,
2018-01-02 11:00:00,0,0,,,44.53,43.34,12.19,0.27,,3.15,218,8.87,0,2,9.997,
2018-01-02 12:00:00,0,0,,,49.84,49.12,12.18,0.22,,3.43,328,9.4,0,2,9.997,
2018-01-02 13:00:00,0,0,,,51.66,51.66,12.19,0.2,,3.49,98,9.44,0,3,9.997,
2018-01-02 14:00:00,0,0,,,55.21,55.21,12.14,0.18,,4.03,162,8.94,0,2,9.997,
2018-01-02 15:00:00,0,0,,,55.23,55.23,10.34,0.16,,4.6,141,9.97,0,1,9.997,
2018-01-02 16:00:00,0,0,,,53.4,53.4,11.96,0.19,,4.65,108,11.16,0,0,9.997,
2018-01-02 17:00:00,0,0,,,49.79,49.79,12.14,0.22,,2.56,68,8.59,0,0,9.997,
2018-01-02 18:00:00,0,0,,,45.63,45.63,12.08,0.25,,2.35,1,5.26,0,0,9.997,
2018-01-02 19:00:00,0,0,,,43.35,43.35,10.35,0.26,,2.49,46,5.95,0,0,9.997,
2018-01-02 20:00:00,0,0,,,37.65,35.32,8.61,0.3,,3.33,43,7.52,0,0,9.997,
2018-01-02 21:00:00,0,0,,,42.31,39.16,8.56,0.25,,5.03,4,11.17,0,0,9.997,
2018-01-02 22:00:00,0,0,,,39.33,37.1,8.61,0.28,,3.45,88,10.59,0,0,9.997,
2018-01-02 23:00:00,0,0,,,35.65,30.05,8.53,0.32,,6.75,39,10.81,0,0,9.997,
2018-01-03 00:00:00,0,0,,,38.67,34.63,8.5,0.28,,5.36,2,11.48,0,0,9.997,
2018-01-03 01:00:00,0,0,,,37.51,31.04,10.12,0.32,,8.97,49,13.33,0,0,9.997,
2018-01-03 02:00:00,0,0,,,31.97,28.65,8.35,0.37,,3.48,8,13.95,0,0,9.997,
2018-01-03 03:00:00,0,0,,,31.95,28.66,8.41,0.37,,3.45,30,14.81,0,0,9.997,
2018-01-03 04:00:00,0,0,,,31.76,26.54,4.93,0.32,,5.29,28,13.58,0,0,9.997,
2018-01-03 05:00:00,0,0,,,29.15,23.63,5,0.35,,5.1,22,15.28,0,0,9.997,
2018-01-03 06:00:00,0,0,,,28.23,21.86,4.89,0.36,,5.86,9,15.08,0,0,9.997,
2018-01-03 07:00:00,0,0,,,28.66,22.46,1.43,0.3,,5.75,10,12.9,0,0,9.997,
2018-01-03 08:00:00,0,0,,,28.37,21.47,4.87,0.36,,6.53,1,14.55,0,0,9.997,
2018-01-03 09:00:00,0,0,,,28.49,21.63,6.65,0.39,,6.52,29,13.87,0,0,9.997,
2018-01-03 10:00:00,0,0,,,45.91,42.3,3.38,0.17,,6.93,40,14.67,0,1,9.997,
2018-01-03 11:00:00,0,0,,,49.58,46.29,3.3,0.15,,7.92,41,16.04,0,2,9.997,
2018-01-03 12:00:00,0,0,,,49.44,47.81,3.16,0.15,,4.61,86,12.67,0,3,9.997,
2018-01-03 13:00:00,0,0,,,52.41,52.41,1.35,0.12,,4.3,96,9.34,0,3,9.997,
2018-01-03 14:00:00,0,0,,,53.77,53.77,-0.32,0.11,,5.74,120,9.56,0,2,9.997,
2018-01-03 15:00:00,0,0,,,55.02,55.02,1.42,0.11,,3.81,137,8.66,0,1,9.997,
2018-01-03 16:00:00,0,0,,,54.12,54.12,1.36,0.11,,5.61,140,7.62,0,0,9.997,
2018-01-03 17:00:00,0,0,,,49.86,49.26,1.29,0.13,,3.29,62,7.06,0,0,9.997,
