date,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,cloudCover,uvIndex,visibility,ozone,production
2018-04-21 00:00:00-07:00,0.0,0.0,,,43.99,43.99,31.72,0.62,,2.26,359.0,6.74,0.0,0.0,9.997,,
2018-04-21 01:00:00-07:00,0.0,0.0,,,41.92,41.92,31.51,0.66,,2.14,342.0,6.01,0.0,0.0,9.997,,
2018-04-21 02:00:00-07:00,0.0,0.0,,,36.05,36.05,31.45,0.83,,2.75,11.0,6.79,0.0,0.0,9.997,,
2018-04-21 03:00:00-07:00,0.0,0.0,,,39.58,37.74,31.5,0.73,,3.12,10.0,5.77,0.0,0.0,9.997,,
2018-04-21 04:00:00-07:00,0.0,0.0,,,38.55,36.38,31.28,0.75,,3.29,139.0,7.33,0.0,0.0,9.997,,
2018-04-21 05:00:00-07:00,0.0,0.0,,,39.51,36.38,31.38,0.72,,4.41,28.0,8.47,0.0,0.0,9.997,,
2018-04-21 06:00:00-07:00,0.0,0.0,,,38.96,35.71,29.94,0.7,,4.45,162.0,7.09,0.0,0.0,9.997,,
2018-04-21 07:00:00-07:00,0.0,0.0,,,37.37,35.02,29.83,0.74,,3.3,61.0,5.95,0.0,0.0,9.997,,
2018-04-21 08:00:00-07:00,0.0,0.0,,,41.67,41.67,31.7,0.67,,2.81,18.0,8.33,0.0,0.0,9.997,,
2018-04-21 09:00:00-07:00,0.0,0.0,,,46.35,44.23,34.99,0.64,,4.56,61.0,9.48,0.0,2.0,9.997,,927.0
2018-04-21 10:00:00-07:00,0.0,0.0,,,53.11,53.11,33.37,0.47,,3.09,199.0,8.86,0.0,4.0,9.997,,1866.0
2018-04-21 11:00:00-07:00,0.0,0.0,,,60.16,60.16,33.35,0.36,,4.54,333.0,8.84,0.0,6.0,9.997,,2218.0
2018-04-21 12:00:00-07:00,0.0,0.0,,,63.64,63.64,31.6,0.3,,4.98,219.0,8.84,0.0,9.0,9.997,,2315.0
2018-04-21 13:00:00-07:00,0.0,0.0,,,65.93,65.93,29.74,0.26,,6.08,325.0,11.49,0.0,10.0,9.997,,2316.0
2018-04-21 14:00:00-07:00,0.0,0.0,,,69.23,69.23,26.08,0.2,,6.17,239.0,15.59,0.0,10.0,9.997,,2316.0
2018-04-21 15:00:00-07:00,0.0,0.0,,,71.04,71.04,22.99,0.16,,6.13,295.0,17.1,0.0,9.0,9.997,,2159.0
2018-04-21 16:00:00-07:00,0.0,0.0,,,72.64,72.64,21.27,0.14,,8.12,330.0,18.13,0.0,6.0,9.997,,1805.0
2018-04-21 17:00:00-07:00,0.0,0.0,,,72.84,72.84,22.7,0.15,,8.73,329.0,16.26,0.0,4.0,9.997,,1293.0
2018-04-21 18:00:00-07:00,0.0,0.0,,,72.83,72.83,21.04,0.14,,8.04,315.0,16.03,0.0,2.0,9.997,,658.0
2018-04-21 19:00:00-07:00,0.0,0.0,,,71.19,71.19,20.99,0.15,,10.81,324.0,15.39,0.0,0.0,9.997,,93.0
2018-04-21 20:00:00-07:00,0.0,0.0,,,69.06,69.06,19.26,0.15,,9.53,333.0,15.72,0.0,0.0,9.997,,
2018-04-21 21:00:00-07:00,0.0,0.0,,,60.69,60.69,19.19,0.2,,7.65,0.0,9.63,0.0,0.0,9.997,,
2018-04-21 22:00:00-07:00,0.0,0.0,,,60.26,60.26,18.34,0.19,,4.38,0.0,8.49,0.0,0.0,9.997,,
2018-04-21 23:00:00-07:00,0.0,0.0,,,56.82,56.82,25.72,0.3,,5.6,53.0,8.14,0.0,0.0,9.997,,
2018-04-22 00:00:00-07:00,0.0,0.0,,,55.55,55.55,27.76,0.34,,4.9,28.0,11.59,0.0,0.0,9.997,,
2018-04-22 01:00:00-07:00,0.0,0.0,,,53.81,53.81,26.24,0.34,,6.58,30.0,11.0,0.0,0.0,9.997,,
2018-04-22 02:00:00-07:00,0.0,0.0,,,52.3,52.3,27.63,0.38,,5.43,53.0,7.47,0.0,0.0,9.997,,
2018-04-22 03:00:00-07:00,0.0,0.0,,,43.48,40.9,24.33,0.47,,4.55,28.0,6.79,0.0,0.0,9.997,,
2018-04-22 04:00:00-07:00,0.0,0.0,,,43.05,41.01,24.48,0.48,,3.81,39.0,9.23,0.0,0.0,9.997,,
2018-04-22 05:00:00-07:00,0.0,0.0,,,48.33,46.29,23.05,0.37,,4.96,30.0,9.85,0.0,0.0,9.997,,
2018-04-22 06:00:00-07:00,0.0,0.0,,,48.38,46.58,23.09,0.37,,4.59,36.0,10.24,0.0,0.0,9.997,,0.0
2018-04-22 07:00:00-07:00,0.0,0.0,,,45.95,44.33,27.69,0.49,,3.82,36.0,10.2,0.0,0.0,9.997,,155.0
2018-04-22 08:00:00-07:00,0.0,0.0,,,48.46,47.49,24.73,0.39,,3.5,54.0,9.27,0.0,0.0,9.997,,658.0
2018-04-22 09:00:00-07:00,0.0,0.0,,,51.97,51.97,25.4,0.35,,4.57,72.0,8.87,0.0,2.0,9.997,,1067.0
2018-04-22 10:00:00-07:00,0.0,0.0,,,60.45,60.45,25.29,0.26,,3.1,85.0,8.57,0.0,4.0,9.997,,1873.0
2018-04-22 11:00:00-07:00,0.0,0.0,,,67.29,67.29,26.27,0.21,,3.07,155.0,7.78,0.0,6.0,9.997,,1797.0
2018-04-22 12:00:00-07:00,0.0,0.0,,,69.34,69.34,23.09,0.17,,4.18,168.0,9.66,0.0,9.0,9.997,,1956.0
2018-04-22 13:00:00-07:00,0.0,0.0,,,72.75,72.75,22.89,0.15,,4.48,221.0,8.9,0.0,10.0,9.997,,2233.0
2018-04-22 14:00:00-07:00,0.0,0.0,,,74.63,74.63,22.75,0.14,,4.59,243.0,11.42,0.0,10.0,9.997,,2280.0
2018-04-22 15:00:00-07:00,0.0,0.0,,,75.82,75.82,22.29,0.13,,4.73,207.0,13.65,0.0,9.0,9.997,,1978.0
2018-04-22 16:00:00-07:00,0.0,0.0,,,78.12,78.12,21.0,0.12,,5.71,184.0,13.93,0.0,6.0,9.997,,1701.0
2018-04-22 17:00:00-07:00,0.0,0.0,,,77.68,77.68,18.52,0.11,,3.56,203.0,12.99,0.0,4.0,9.997,,1268.0
2018-04-22 18:00:00-07:00,0.0,0.0,,,78.29,78.29,20.93,0.12,,4.53,238.0,12.07,0.0,2.0,9.997,,625.0
2018-04-22 19:00:00-07:00,0.0,0.0,,,75.31,75.31,20.87,0.13,,6.33,268.0,15.55,0.0,0.0,9.997,,147.0
2018-04-22 20:00:00-07:00,0.0,0.0,,,72.72,72.72,21.04,0.14,,6.36,282.0,8.76,0.0,0.0,9.997,,
2018-04-22 21:00:00-07:00,0.0,0.0,,,65.66,65.66,20.79,0.18,,5.47,306.0,8.19,0.0,0.0,9.997,,
2018-04-22 22:00:00-07:00,0.0,0.0,,,57.44,57.44,22.32,0.25,,1.96,351.0,5.8,0.0,0.0,9.997,,
2018-04-22 23:00:00-07:00,0.0,0.0,,,51.03,51.03,22.91,0.33,,3.27,48.0,5.68,0.0,0.0,9.997,,
