,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2018,1,1,0,0,14,12,39,0.6000000000000001,8.8,86.61
1,2018,1,1,0,30,0,0,0,0.8,8.0,91.98
2,2018,1,1,1,0,0,0,0,0.9,7.2,97.38
3,2018,1,1,1,30,0,0,0,1.0,6.7,102.95
4,2018,1,1,2,0,0,0,0,1.1,6.1000000000000005,108.67
5,2018,1,1,2,30,0,0,0,1.1,5.6000000000000005,114.49
6,2018,1,1,3,0,0,0,0,1.1,5.1000000000000005,120.4
7,2018,1,1,3,30,0,0,0,1.1,4.800000000000002,126.36
8,2018,1,1,4,0,0,0,0,1.2000000000000002,4.4,132.34
9,2018,1,1,4,30,0,0,0,1.1,4.2,138.3
10,2018,1,1,5,0,0,0,0,1.1,3.9,144.21
11,2018,1,1,5,30,0,0,0,1.1,3.6,149.97
12,2018,1,1,6,0,0,0,0,1.1,3.3000000000000003,155.46
13,2018,1,1,6,30,0,0,0,1.0,3.0,160.38
14,2018,1,1,7,0,0,0,0,1.0,2.8000000000000003,164.20000000000005
15,2018,1,1,7,30,0,0,0,1.0,2.5,165.93
16,2018,1,1,8,0,0,0,0,1.0,2.2,164.85
17,2018,1,1,8,30,0,0,0,1.0,2.0,161.45000000000005
18,2018,1,1,9,0,0,0,0,1.0,1.7000000000000002,156.72
19,2018,1,1,9,30,0,0,0,1.0,1.4,151.34
20,2018,1,1,10,0,0,0,0,1.0,1.0,145.63
21,2018,1,1,10,30,0,0,0,1.0,0.7000000000000001,139.75
22,2018,1,1,11,0,0,0,0,1.0,0.4,133.79
23,2018,1,1,11,30,0,0,0,1.0,0.30000000000000004,127.81
24,2018,1,1,12,0,0,0,0,1.0,0.2,121.84
25,2018,1,1,12,30,0,0,0,1.0,0.2,115.92
26,2018,1,1,13,0,0,0,0,1.0,0.1,110.07
27,2018,1,1,13,30,0,0,0,1.1,0.0,104.32
28,2018,1,1,14,0,0,0,0,1.1,-0.1,98.7
29,2018,1,1,14,30,0,0,0,1.0,0.9,93.25
30,2018,1,1,15,0,24,17,186,0.9,1.9,87.77
31,2018,1,1,15,30,104,30,598,1.2000000000000002,4.0,82.91
32,2018,1,1,16,0,189,38,743,1.6,6.2,78.25
33,2018,1,1,16,30,273,44,829,1.4,7.800000000000002,73.94
34,2018,1,1,17,0,350,49,884,1.2000000000000002,9.3,70.06
35,2018,1,1,17,30,415,50,922,0.8,10.8,66.69
36,2018,1,1,18,0,467,50,948,0.4,12.2,63.92
37,2018,1,1,18,30,508,53,964,0.7000000000000001,13.0,61.83
38,2018,1,1,19,0,533,54,972,1.1,13.8,60.5
39,2018,1,1,19,30,542,55,974,1.5,14.2,59.98
40,2018,1,1,20,0,535,55,969,1.8,14.6,60.28
41,2018,1,1,20,30,485,82,841,2.1,14.7,61.4
42,2018,1,1,21,0,467,59,907,2.3000000000000003,14.8,63.3
43,2018,1,1,21,30,380,95,697,2.4000000000000004,14.5,65.89
44,2018,1,1,22,0,324,81,682,2.5,14.3,69.11
45,2018,1,1,22,30,286,46,816,1.8,12.4,72.87
46,2018,1,1,23,0,210,38,769,1.2000000000000002,10.5,77.07000000000002
47,2018,1,1,23,30,125,31,648,1.2000000000000002,10.5,81.65
48,2018,1,2,0,0,41,20,335,1.4,5.800000000000002,86.48
49,2018,1,2,0,30,2,3,23,1.4,5.2,91.84
50,2018,1,2,1,0,0,0,0,1.4,4.6000000000000005,97.24
51,2018,1,2,1,30,0,0,0,1.4,4.3,102.82
52,2018,1,2,2,0,0,0,0,1.4,4.0,108.53
53,2018,1,2,2,30,0,0,0,1.4,3.8,114.35
54,2018,1,2,3,0,0,0,0,1.3,3.6,120.26
55,2018,1,2,3,30,0,0,0,1.2000000000000002,3.4000000000000004,126.22
56,2018,1,2,4,0,0,0,0,1.2000000000000002,3.2,132.2
57,2018,1,2,4,30,0,0,0,1.1,3.0,138.17000000000002
58,2018,1,2,5,0,0,0,0,1.0,2.9000000000000004,144.07
59,2018,1,2,5,30,0,0,0,0.9,2.7,149.84
60,2018,1,2,6,0,0,0,0,0.9,2.5,155.32
61,2018,1,2,6,30,0,0,0,0.9,2.2,160.25
62,2018,1,2,7,0,0,0,0,0.9,2.0,164.07
63,2018,1,2,7,30,0,0,0,1.0,1.6,165.84
64,2018,1,2,8,0,0,0,0,1.0,1.3,164.81
65,2018,1,2,8,30,0,0,0,1.1,1.0,161.44
66,2018,1,2,9,0,0,0,0,1.2000000000000002,0.7000000000000001,156.74
67,2018,1,2,9,30,0,0,0,1.2000000000000002,0.6000000000000001,151.38
68,2018,1,2,10,0,0,0,0,1.2000000000000002,0.6000000000000001,145.67000000000004
69,2018,1,2,10,30,0,0,0,1.3,0.30000000000000004,139.8
70,2018,1,2,11,0,0,0,0,1.4,0.1,133.84
71,2018,1,2,11,30,0,0,0,1.4,-0.2,127.86
72,2018,1,2,12,0,0,0,0,1.5,-0.4,121.89
73,2018,1,2,12,30,0,0,0,1.6,-0.6000000000000001,115.96
74,2018,1,2,13,0,0,0,0,1.7000000000000002,-0.7000000000000001,110.11
75,2018,1,2,13,30,0,0,0,1.7000000000000002,-0.8,104.36
76,2018,1,2,14,0,0,0,0,1.7000000000000002,-0.9,98.74
77,2018,1,2,14,30,0,0,0,2.0,0.5,93.28
78,2018,1,2,15,0,14,13,22,2.2,1.9,87.78
79,2018,1,2,15,30,61,46,124,2.7,3.8,82.92
80,2018,1,2,16,0,119,78,201,3.3000000000000003,5.6000000000000005,78.25
81,2018,1,2,16,30,173,110,228,3.7,7.300000000000002,73.93
82,2018,1,2,17,0,240,135,308,4.0,9.0,70.04
83,2018,1,2,17,30,312,145,421,4.2,10.1,66.66
84,2018,1,2,18,0,363,158,465,4.3,11.1,63.87000000000001
85,2018,1,2,18,30,404,165,506,4.1000000000000005,11.6,61.77
86,2018,1,2,19,0,427,168,525,3.9,12.1,60.43
87,2018,1,2,19,30,420,190,458,3.7,12.4,59.89
88,2018,1,2,20,0,422,182,483,3.6,12.6,60.18
89,2018,1,2,20,30,380,193,390,3.5,12.5,61.29
90,2018,1,2,21,0,334,191,316,3.4000000000000004,12.4,63.17
91,2018,1,2,21,30,290,174,282,3.3000000000000003,11.7,65.76
92,2018,1,2,22,0,246,147,276,3.1,11.1,68.98
93,2018,1,2,22,30,200,115,287,2.5,9.3,72.73
94,2018,1,2,23,0,133,88,198,1.9,7.5,76.93
95,2018,1,2,23,30,76,55,142,1.9,7.5,81.51
96,2018,1,3,0,0,28,24,70,1.6,3.6,86.34
97,2018,1,3,0,30,1,1,5,1.5,2.9000000000000004,91.7
98,2018,1,3,1,0,0,0,0,1.5,2.1,97.1
99,2018,1,3,1,30,0,0,0,1.4,1.6,102.67
100,2018,1,3,2,0,0,0,0,1.3,1.0,108.39
101,2018,1,3,2,30,0,0,0,1.3,0.7000000000000001,114.22
102,2018,1,3,3,0,0,0,0,1.3,0.4,120.12
103,2018,1,3,3,30,0,0,0,1.3,0.2,126.08
104,2018,1,3,4,0,0,0,0,1.3,0.0,132.06
105,2018,1,3,4,30,0,0,0,1.4,-0.1,138.03
106,2018,1,3,5,0,0,0,0,1.4,-0.30000000000000004,143.93
107,2018,1,3,5,30,0,0,0,1.6,-0.30000000000000004,149.69
108,2018,1,3,6,0,0,0,0,1.8,-0.4,155.18
109,2018,1,3,6,30,0,0,0,2.0,-0.4,160.11
110,2018,1,3,7,0,0,0,0,2.2,-0.4,163.94
111,2018,1,3,7,30,0,0,0,2.3000000000000003,-0.5,165.74
112,2018,1,3,8,0,0,0,0,2.4000000000000004,-0.7000000000000001,164.76
113,2018,1,3,8,30,0,0,0,2.5,-0.8,161.43
114,2018,1,3,9,0,0,0,0,2.6,-0.9,156.76
115,2018,1,3,9,30,0,0,0,2.6,-0.9,151.41
116,2018,1,3,10,0,0,0,0,2.6,-0.8,145.71
117,2018,1,3,10,30,0,0,0,2.6,-0.7000000000000001,139.84
118,2018,1,3,11,0,0,0,0,2.6,-0.6000000000000001,133.88
119,2018,1,3,11,30,0,0,0,2.7,-0.7000000000000001,127.9
120,2018,1,3,12,0,0,0,0,2.7,-0.8,121.93
121,2018,1,3,12,30,0,0,0,2.7,-1.2000000000000002,116.0
122,2018,1,3,13,0,0,0,0,2.7,-1.5,110.15
123,2018,1,3,13,30,0,0,0,2.7,-1.7000000000000002,104.39
124,2018,1,3,14,0,0,0,0,2.7,-1.9,98.76
125,2018,1,3,14,30,0,0,0,3.1,-0.9,93.3
126,2018,1,3,15,0,19,15,99,3.5,0.1,87.8
127,2018,1,3,15,30,96,38,468,3.9,1.6,82.92
128,2018,1,3,16,0,200,36,804,4.4,3.1,78.25
129,2018,1,3,16,30,285,42,879,4.3,4.5,73.92
130,2018,1,3,17,0,359,47,913,4.3,5.9,70.01
131,2018,1,3,17,30,394,76,801,4.1000000000000005,6.9,66.62
132,2018,1,3,18,0,486,49,991,3.9,7.9,63.82
133,2018,1,3,18,30,528,51,1007,3.6,8.700000000000001,61.7
134,2018,1,3,19,0,555,52,1016,3.4000000000000004,9.4,60.34
135,2018,1,3,19,30,566,53,1020,3.1,9.8,59.79
