,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2018,1,1,0,0,67,44,151,1.5,16.7,81.12
1,2018,1,1,0,30,34,24,147,1.6,16.3,86.25
2,2018,1,1,1,0,2,3,20,1.7000000000000002,15.8,91.92
3,2018,1,1,1,30,0,0,0,1.9,15.5,97.59
4,2018,1,1,2,0,0,0,0,2.0,15.2,103.43
5,2018,1,1,2,30,0,0,0,2.2,15.0,109.39
6,2018,1,1,3,0,0,0,0,2.3000000000000003,14.8,115.45
7,2018,1,1,3,30,0,0,0,2.3000000000000003,14.7,121.6
8,2018,1,1,4,0,0,0,0,2.3000000000000003,14.6,127.8
9,2018,1,1,4,30,0,0,0,2.1,14.5,134.03
10,2018,1,1,5,0,0,0,0,1.9,14.5,140.26
11,2018,1,1,5,30,0,0,0,1.7000000000000002,14.5,146.46
12,2018,1,1,6,0,0,0,0,1.5,14.5,152.56
13,2018,1,1,6,30,0,0,0,1.3,14.5,158.43
14,2018,1,1,7,0,0,0,0,1.2000000000000002,14.6,163.8
15,2018,1,1,7,30,0,0,0,1.2000000000000002,14.5,167.94
16,2018,1,1,8,0,0,0,0,1.3,14.5,169.27
17,2018,1,1,8,30,0,0,0,1.4,14.4,166.91
18,2018,1,1,9,0,0,0,0,1.6,14.3,162.28
19,2018,1,1,9,30,0,0,0,1.8,14.2,156.71
20,2018,1,1,10,0,0,0,0,1.9,14.1,150.75
21,2018,1,1,10,30,0,0,0,1.9,14.0,144.61
22,2018,1,1,11,0,0,0,0,1.8,13.9,138.39
23,2018,1,1,11,30,0,0,0,1.7000000000000002,13.9,132.15
24,2018,1,1,12,0,0,0,0,1.5,13.9,125.93
25,2018,1,1,12,30,0,0,0,1.5,13.9,119.74
26,2018,1,1,13,0,0,0,0,1.5,13.8,113.62
27,2018,1,1,13,30,0,0,0,1.5,13.7,107.58
28,2018,1,1,14,0,0,0,0,1.5,13.6,101.65
29,2018,1,1,14,30,0,0,0,1.4,13.9,95.86
30,2018,1,1,15,0,8,8,78,1.3,14.2,89.72
31,2018,1,1,15,30,62,29,355,1.3,15.3,84.68
32,2018,1,1,16,0,125,55,390,1.3,16.5,79.59
33,2018,1,1,16,30,168,94,281,1.1,17.3,74.79
34,2018,1,1,17,0,245,115,387,0.9,18.1,70.35000000000001
35,2018,1,1,17,30,332,114,544,0.7000000000000001,19.0,66.37
36,2018,1,1,18,0,402,121,617,0.5,19.8,62.95
37,2018,1,1,18,30,472,107,733,1.2000000000000002,20.200000000000006,60.17
38,2018,1,1,19,0,511,111,758,1.9,20.6,58.14
39,2018,1,1,19,30,448,198,458,2.4000000000000004,20.700000000000006,56.94
40,2018,1,1,20,0,390,230,290,3.0,20.700000000000006,56.62000000000001
41,2018,1,1,20,30,342,243,182,3.1,20.6,57.19
42,2018,1,1,21,0,336,233,198,3.2,20.4,58.63
43,2018,1,1,21,30,378,174,419,3.1,20.200000000000006,60.88
44,2018,1,1,22,0,390,107,641,3.1,19.9,63.84
45,2018,1,1,22,30,279,139,364,3.1,19.200000000000006,67.43
46,2018,1,1,23,0,172,123,154,3.0,18.6,71.55
47,2018,1,1,23,30,95,75,82,3.0,18.6,76.09
48,2018,1,2,0,0,82,54,178,2.7,16.7,80.99
49,2018,1,2,0,30,29,24,71,2.5,16.3,86.12
50,2018,1,2,1,0,2,3,18,2.3000000000000003,15.9,91.79
51,2018,1,2,1,30,0,0,0,2.1,15.6,97.46
52,2018,1,2,2,0,0,0,0,1.9,15.4,103.29
53,2018,1,2,2,30,0,0,0,1.8,15.3,109.25
54,2018,1,2,3,0,0,0,0,1.6,15.2,115.32
55,2018,1,2,3,30,0,0,0,1.4,15.3,121.46
56,2018,1,2,4,0,0,0,0,1.1,15.4,127.66
57,2018,1,2,4,30,0,0,0,1.0,15.5,133.89
58,2018,1,2,5,0,0,0,0,0.8,15.6,140.13
59,2018,1,2,5,30,0,0,0,0.8,15.6,146.32
60,2018,1,2,6,0,0,0,0,0.9,15.6,152.42000000000004
61,2018,1,2,6,30,0,0,0,1.1,15.7,158.3
62,2018,1,2,7,0,0,0,0,1.3,15.8,163.67000000000004
63,2018,1,2,7,30,0,0,0,1.4,15.7,167.81
64,2018,1,2,8,0,0,0,0,1.5,15.6,169.19
65,2018,1,2,8,30,0,0,0,1.4,15.7,166.89
66,2018,1,2,9,0,0,0,0,1.4,15.7,162.3
67,2018,1,2,9,30,0,0,0,1.5,15.7,156.75
