,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2016,1,1,0,0,50,21,436,1.6,1.0,86.12
1,2016,1,1,0,30,0,0,0,1.9,1.0,91.49
2,2016,1,1,1,0,0,0,0,2.3000000000000003,1.0,97.07
3,2016,1,1,1,30,0,0,0,2.7,1.0,102.82
4,2016,1,1,2,0,0,0,0,3.2,1.0,108.7
5,2016,1,1,2,30,0,0,0,3.3000000000000003,1.0,114.69
6,2016,1,1,3,0,0,0,0,3.5,1.0,120.76
7,2016,1,1,3,30,0,0,0,3.4000000000000004,0.0,126.89
8,2016,1,1,4,0,0,0,0,3.3000000000000003,0.0,133.05
9,2016,1,1,4,30,0,0,0,3.5,0.0,139.21
10,2016,1,1,5,0,0,0,0,3.8,0.0,145.33
11,2016,1,1,5,30,0,0,0,3.9,0.0,151.35
12,2016,1,1,6,0,0,0,0,4.1000000000000005,0.0,157.14
13,2016,1,1,6,30,0,0,0,4.1000000000000005,0.0,162.45000000000005
14,2016,1,1,7,0,0,0,0,4.3,0.0,166.63
15,2016,1,1,7,30,0,0,0,4.2,0.0,168.38
16,2016,1,1,8,0,0,0,0,4.2,-1.0,166.70000000000005
17,2016,1,1,8,30,0,0,0,4.1000000000000005,-1.0,162.56
18,2016,1,1,9,0,0,0,0,4.1000000000000005,-1.0,157.27
19,2016,1,1,9,30,0,0,0,4.1000000000000005,-1.0,151.48
20,2016,1,1,10,0,0,0,0,4.1000000000000005,-1.0,145.47
21,2016,1,1,10,30,0,0,0,4.0,-1.0,139.35
22,2016,1,1,11,0,0,0,0,4.0,-1.0,133.18
23,2016,1,1,11,30,0,0,0,3.9,-1.0,127.02
24,2016,1,1,12,0,0,0,0,3.9,-1.0,120.89
25,2016,1,1,12,30,0,0,0,3.7,-1.0,114.81
26,2016,1,1,13,0,0,0,0,3.6,-1.0,108.82
27,2016,1,1,13,30,0,0,0,3.5,-1.0,102.93
28,2016,1,1,14,0,0,0,0,3.4000000000000004,-1.0,97.18
29,2016,1,1,14,30,0,0,0,3.7,0.0,91.59
30,2016,1,1,15,0,46,22,356,4.1000000000000005,0.0,86.21000000000002
31,2016,1,1,15,30,130,39,583,3.8,1.0,81.08
32,2016,1,1,16,0,219,51,707,3.6,3.0,76.26
33,2016,1,1,16,30,306,59,789,3.5,5.0,71.82000000000002
34,2016,1,1,17,0,384,66,843,3.4000000000000004,7.0,67.82000000000001
35,2016,1,1,17,30,451,70,880,3.3000000000000003,8.0,64.36
36,2016,1,1,18,0,506,72,911,3.2,10.0,61.52
37,2016,1,1,18,30,546,74,927,3.2,11.0,59.41
38,2016,1,1,19,0,570,76,934,3.2,12.0,58.1
39,2016,1,1,19,30,578,77,936,3.2,12.0,57.64
40,2016,1,1,20,0,569,77,930,3.3000000000000003,12.0,58.06
41,2016,1,1,20,30,545,76,920,3.2,12.0,59.34
42,2016,1,1,21,0,417,152,553,3.2,13.0,61.42
43,2016,1,1,21,30,373,144,526,3.0,12.0,64.22
44,2016,1,1,22,0,386,65,845,2.8000000000000003,12.0,67.66
45,2016,1,1,22,30,309,59,792,1.9,10.0,71.63
46,2016,1,1,23,0,223,51,712,1.1,9.0,76.06
47,2016,1,1,23,30,133,40,585,1.1,7.0,80.87
48,2016,1,2,0,0,49,24,361,1.1,6.0,85.98
49,2016,1,2,0,30,0,0,0,1.2000000000000002,5.0,91.36
50,2016,1,2,1,0,0,0,0,1.3,4.0,96.93
51,2016,1,2,1,30,0,0,0,1.3,3.0,102.68
52,2016,1,2,2,0,0,0,0,1.4,2.0,108.56
53,2016,1,2,2,30,0,0,0,1.4,2.0,114.55
54,2016,1,2,3,0,0,0,0,1.5,2.0,120.62
55,2016,1,2,3,30,0,0,0,1.5,2.0,126.75
56,2016,1,2,4,0,0,0,0,1.6,2.0,132.91
57,2016,1,2,4,30,0,0,0,1.6,1.0,139.08
58,2016,1,2,5,0,0,0,0,1.6,1.0,145.20000000000005
59,2016,1,2,5,30,0,0,0,1.5,1.0,151.22
60,2016,1,2,6,0,0,0,0,1.5,1.0,157.01
61,2016,1,2,6,30,0,0,0,1.5,1.0,162.31
62,2016,1,2,7,0,0,0,0,1.5,1.0,166.5
63,2016,1,2,7,30,0,0,0,1.4,1.0,168.3
64,2016,1,2,8,0,0,0,0,1.4,1.0,166.68
65,2016,1,2,8,30,0,0,0,1.4,1.0,162.57
66,2016,1,2,9,0,0,0,0,1.5,2.0,157.31
67,2016,1,2,9,30,0,0,0,1.5,2.0,151.53
68,2016,1,2,10,0,0,0,0,1.6,2.0,145.52
69,2016,1,2,10,30,0,0,0,1.6,2.0,139.4
70,2016,1,2,11,0,0,0,0,1.7000000000000002,2.0,133.24
71,2016,1,2,11,30,0,0,0,1.7000000000000002,2.0,127.08
72,2016,1,2,12,0,0,0,0,1.8,2.0,120.95
73,2016,1,2,12,30,0,0,0,1.8,1.0,114.87
74,2016,1,2,13,0,0,0,0,1.8,1.0,108.87
75,2016,1,2,13,30,0,0,0,1.8,1.0,102.98
76,2016,1,2,14,0,0,0,0,1.9,1.0,97.22
77,2016,1,2,14,30,0,0,0,2.2,2.0,91.63
78,2016,1,2,15,0,46,23,351,2.6,3.0,86.24
79,2016,1,2,15,30,129,40,580,2.9000000000000004,5.0,81.10000000000002
80,2016,1,2,16,0,220,51,713,3.2,7.0,76.27
81,2016,1,2,16,30,307,58,795,3.0,8.0,71.82000000000002
82,2016,1,2,17,0,386,63,854,2.8000000000000003,10.0,67.81
