# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.
DateTime,Device ID,Name,Device Type,Device Make,Device Model,Device Location,Avg Wattage,kWh
2018-04-03 19:00:00,mains,Total Usage,,,,,2509.685,2.510
2018-04-03 19:00:00,f03206dc,Device 1,Mystery Device,,,,62.409,0.062
2018-04-03 20:00:00,mains,Total Usage,,,,,1630.022,1.630
2018-04-03 20:00:00,36a3ac21,Microwave,Microwave,,,,14.746,0.015
2018-04-03 20:00:00,ac1cccee,Light 1,Light,,,,44.216,0.044
2018-04-03 20:00:00,f03206dc,Device 1,Mystery Device,,,,37.916,0.038
2018-04-03 21:00:00,021fe5de,Device 1,Mystery Device,,,,10.594,0.011
2018-04-03 21:00:00,mains,Total Usage,,,,,1104.002,1.104
2018-04-03 21:00:00,36a3ac21,Microwave,Microwave,,,,36.842,0.037
2018-04-03 21:00:00,ac1cccee,Light 1,Light,,,,9.590,0.010
2018-04-03 21:00:00,f03206dc,Device 1,Mystery Device,,,,70.774,0.071
2018-04-03 22:00:00,021fe5de,Device 1,Mystery Device,,,,78.419,0.078
2018-04-03 22:00:00,mains,Total Usage,,,,,838.236,0.838
2018-04-03 22:00:00,36a3ac21,Microwave,Microwave,,,,14.746,0.015
2018-04-03 22:00:00,ac1cccee,Light 1,Light,,,,1.913,0.002
2018-04-03 22:00:00,f03206dc,Device 1,Mystery Device,,,,78.105,0.078
2018-04-03 23:00:00,021fe5de,Device 1,Mystery Device,,,,78.469,0.078
2018-04-03 23:00:00,mains,Total Usage,,,,,920.732,0.921
2018-04-03 23:00:00,ac1cccee,Light 1,Light,,,,1.890,0.002
2018-04-03 23:00:00,f03206dc,Device 1,Mystery Device,,,,78.156,0.078
2018-04-04 00:00:00,021fe5de,Device 1,Mystery Device,,,,74.386,0.074
2018-04-04 00:00:00,mains,Total Usage,,,,,874.676,0.875
2018-04-04 00:00:00,ac1cccee,Light 1,Light,,,,1.913,0.002
2018-04-04 00:00:00,f03206dc,Device 1,Mystery Device,,,,73.964,0.074
2018-04-04 01:00:00,mains,Total Usage,,,,,747.718,0.748
2018-04-04 02:00:00,021fe5de,Device 1,Mystery Device,,,,33.240,0.033
2018-04-04 02:00:00,mains,Total Usage,,,,,1081.884,1.082
2018-04-04 02:00:00,2d1962d9,Heat pump,Heat Pump,,,,37.926,0.038
2018-04-04 02:00:00,36a3ac21,Microwave,Microwave,,,,32.056,0.032
2018-04-04 02:00:00,ac1cccee,Light 1,Light,,,,24.340,0.024
2018-04-04 02:00:00,f03206dc,Device 1,Mystery Device,,,,33.165,0.033
2018-04-04 03:00:00,mains,Total Usage,,,,,1835.677,1.836
2018-04-04 03:00:00,2d1962d9,Heat pump,Heat Pump,,,,152.591,0.153
2018-04-04 03:00:00,36a3ac21,Microwave,Microwave,,,,14.746,0.015
2018-04-04 03:00:00,ac1cccee,Light 1,Light,,,,84.044,0.084
2018-04-04 04:00:00,021fe5de,Device 1,Mystery Device,,,,59.151,0.059
2018-04-04 04:00:00,mains,Total Usage,,,,,841.040,0.841
2018-04-04 04:00:00,2d1962d9,Heat pump,Heat Pump,,,,37.926,0.038
2018-04-04 04:00:00,ac1cccee,Light 1,Light,,,,22.120,0.022
2018-04-04 04:00:00,f03206dc,Device 1,Mystery Device,,,,58.905,0.059
2018-04-04 05:00:00,021fe5de,Device 1,Mystery Device,,,,5.727,0.006
2018-04-04 05:00:00,mains,Total Usage,,,,,1706.488,1.706
2018-04-04 05:00:00,2d1962d9,Heat pump,Heat Pump,,,,139.671,0.140
2018-04-04 05:00:00,ac1cccee,Light 1,Light,,,,78.026,0.078
2018-04-04 05:00:00,f03206dc,Device 1,Mystery Device,,,,5.726,0.006
2018-04-04 06:00:00,021fe5de,Device 1,Mystery Device,,,,50.801,0.051
2018-04-04 06:00:00,mains,Total Usage,,,,,1026.076,1.026
2018-04-04 06:00:00,2d1962d9,Heat pump,Heat Pump,,,,49.842,0.050
2018-04-04 06:00:00,ac1cccee,Light 1,Light,,,,30.777,0.031
2018-04-04 06:00:00,f03206dc,Device 1,Mystery Device,,,,50.708,0.051
2018-04-04 07:00:00,021fe5de,Device 1,Mystery Device,,,,12.521,0.013
2018-04-04 07:00:00,mains,Total Usage,,,,,1643.676,1.644
2018-04-04 07:00:00,2d1962d9,Heat pump,Heat Pump,,,,125.917,0.126
2018-04-04 07:00:00,ac1cccee,Light 1,Light,,,,70.980,0.071
2018-04-04 07:00:00,f03206dc,Device 1,Mystery Device,,,,12.498,0.012
2018-04-04 08:00:00,021fe5de,Device 1,Mystery Device,,,,17.093,0.017
2018-04-04 08:00:00,mains,Total Usage,,,,,1530.291,1.530
2018-04-04 08:00:00,2d1962d9,Heat pump,Heat Pump,,,,114.230,0.114
2018-04-04 08:00:00,ac1cccee,Light 1,Light,,,,66.127,0.066
2018-04-04 08:00:00,f03206dc,Device 1,Mystery Device,,,,17.089,0.017
2018-04-04 09:00:00,021fe5de,Device 1,Mystery Device,,,,54.861,0.055
2018-04-04 09:00:00,mains,Total Usage,,,,,541.609,0.542
2018-04-04 09:00:00,27c1f581,Heat pump,Heat Pump,,,,12.376,0.012
2018-04-04 09:00:00,ac1cccee,Light 1,Light,,,,26.623,0.027
2018-04-04 09:00:00,f03206dc,Device 1,Mystery Device,,,,54.594,0.055
2018-04-04 10:00:00,021fe5de,Device 1,Mystery Device,,,,30.068,0.030
2018-04-04 10:00:00,mains,Total Usage,,,,,782.659,0.783
2018-04-04 10:00:00,27c1f581,Heat pump,Heat Pump,,,,26.999,0.027
2018-04-04 10:00:00,ac1cccee,Light 1,Light,,,,52.430,0.052
2018-04-04 10:00:00,f03206dc,Device 1,Mystery Device,,,,29.994,0.030
2018-04-04 11:00:00,021fe5de,Device 1,Mystery Device,,,,78.867,0.079
2018-04-04 11:00:00,mains,Total Usage,,,,,655.675,0.656
2018-04-04 11:00:00,ac1cccee,Light 1,Light,,,,1.913,0.002
2018-04-04 11:00:00,4d9b59c6,Washer,Washer,,,,67.521,0.068
2018-04-04 11:00:00,f03206dc,Device 1,Mystery Device,,,,78.128,0.078
2018-04-04 12:00:00,021fe5de,Device 1,Mystery Device,,,,80.478,0.080
2018-04-04 12:00:00,mains,Total Usage,,,,,1202.879,1.203
2018-04-04 12:00:00,36a3ac21,Microwave,Microwave,,,,7.912,0.008
2018-04-04 12:00:00,4d9b59c6,Washer,Washer,,,,66.446,0.066
2018-04-04 12:00:00,f03206dc,Device 1,Mystery Device,,,,79.861,0.080
2018-04-04 13:00:00,d2793f3c,Dryer,Dryer,,,,161.747,0.162
2018-04-04 13:00:00,021fe5de,Device 1,Mystery Device,,,,12.847,0.013
2018-04-04 13:00:00,mains,Total Usage,,,,,1168.698,1.169
2018-04-04 13:00:00,36a3ac21,Microwave,Microwave,,,,30.496,0.030
2018-04-04 13:00:00,25c55a21,Heat 2,Mystery Heat,,,,109.024,0.109
2018-04-04 13:00:00,ac1cccee,Light 1,Light,,,,8.610,0.009
2018-04-04 13:00:00,4d9b59c6,Washer,Washer,,,,31.881,0.032
2018-04-04 13:00:00,f03206dc,Device 1,Mystery Device,,,,12.688,0.013
2018-04-04 14:00:00,d2793f3c,Dryer,Dryer,,,,165.073,0.165
2018-04-04 14:00:00,mains,Total Usage,,,,,1077.589,1.078
2018-04-04 14:00:00,36a3ac21,Microwave,Microwave,,,,14.685,0.015
2018-04-04 14:00:00,25c55a21,Heat 2,Mystery Heat,,,,175.724,0.176
2018-04-04 14:00:00,1f5d70fc,Samsung TV,TV,Samsung Electronics,UN55KU6600,,20.674,0.021
2018-04-04 14:00:00,ac1cccee,Light 1,Light,,,,8.330,0.008
2018-04-04 14:00:00,4d9b59c6,Washer,Washer,,,,32.103,0.032
2018-04-04 15:00:00,d2793f3c,Dryer,Dryer,,,,277.506,0.278
2018-04-04 15:00:00,mains,Total Usage,,,,,1239.054,1.239
2018-04-04 15:00:00,25c55a21,Heat 2,Mystery Heat,,,,355.277,0.355
2018-04-04 15:00:00,1f5d70fc,Samsung TV,TV,Samsung Electronics,UN55KU6600,,24.489,0.024
2018-04-04 16:00:00,d2793f3c,Dryer,Dryer,,,,90.151,0.090
2018-04-04 16:00:00,748c9776,Heat 2,Mystery Heat,,,,78.101,0.078
