date,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,cloudCover,uvIndex,visibility,ozone,production
2016-05-20 00:00:00-07:00,0.0,0.0,,,67.48,67.48,33.69,0.29,,3.67,182.0,17.28,0.44,0.0,9.997,,
2016-05-20 01:00:00-07:00,0.0,0.0,,,66.4,66.4,33.69,0.3,,4.92,197.0,18.91,0.0,0.0,9.997,,
2016-05-20 02:00:00-07:00,0.0,0.0,,,62.67,62.67,33.76,0.34,,9.08,184.0,16.39,0.0,0.0,9.997,,
2016-05-20 03:00:00-07:00,0.0,0.0,,,64.08,64.08,34.18,0.33,,7.98,177.0,17.03,0.0,0.0,9.997,,
2016-05-20 04:00:00-07:00,0.0,0.0,,,62.6,62.6,35.56,0.36,,7.93,162.0,17.17,0.0,0.0,9.997,,
2016-05-20 05:00:00-07:00,0.0,0.0,,,64.24,64.24,33.81,0.32,,7.67,157.0,27.1,0.75,0.0,9.997,,
2016-05-20 06:00:00-07:00,0.0,0.0,,,62.57,62.57,35.49,0.36,,7.9,175.0,22.8,0.0,0.0,9.997,,93.307884
2016-05-20 07:00:00-07:00,0.0,0.0,,,60.82,60.82,35.49,0.39,,15.61,173.0,22.56,0.0,0.0,9.997,,377.52022999999997
2016-05-20 08:00:00-07:00,0.0,0.0,,,62.53,62.53,34.73,0.35,,7.95,177.0,20.56,0.0,1.0,9.997,,969.654
2016-05-20 09:00:00-07:00,0.0,0.0,,,64.37,64.37,35.52,0.34,,15.68,176.0,21.85,0.0,2.0,9.997,,1857.7863
2016-05-20 10:00:00-07:00,0.0,0.0,,,69.63,69.63,34.02,0.27,,21.23,170.0,27.47,0.0,5.0,9.997,,2141.6255
2016-05-20 11:00:00-07:00,0.0,0.0,,,71.18,71.18,32.08,0.24,,22.27,190.0,37.21,0.0,8.0,9.997,,1760.4106
2016-05-20 12:00:00-07:00,0.0,0.0,,,75.0,75.0,28.5,0.18,,21.3,191.0,36.45,0.19,9.0,9.997,,2170.7773
2016-05-20 13:00:00-07:00,0.0,0.0,,,76.78,76.78,26.63,0.16,,19.3,181.0,33.19,0.44,8.0,9.997,,1693.763
2016-05-20 14:00:00-07:00,0.0,0.0,,,76.83,76.83,24.81,0.14,,17.02,181.0,32.04,0.44,8.0,9.997,,1523.1627
2016-05-20 15:00:00-07:00,0.0,0.0,,,76.36,76.36,24.79,0.15,,13.84,181.0,36.56,0.0,10.0,9.997,,1133.5723
2016-05-20 16:00:00-07:00,0.0,0.0,,,76.83,76.83,23.09,0.13,,14.25,182.0,35.44,0.44,6.0,9.997,,1119.9641
2016-05-20 17:00:00-07:00,0.0,0.0,,,75.19,75.19,26.46,0.16,,20.35,181.0,29.85,0.44,4.0,9.997,,553.0569
2016-05-20 18:00:00-07:00,0.0,0.0,,,75.09,75.09,23.04,0.14,,12.96,182.0,35.38,0.44,2.0,9.997,,292.1986
2016-05-20 19:00:00-07:00,0.0,0.0,,,73.3,73.3,22.94,0.15,,23.28,200.0,33.88,0.0,1.0,9.997,,23.949762
2016-05-20 20:00:00-07:00,0.0,0.0,,,71.52,71.52,21.23,0.15,,16.78,220.0,23.16,0.44,0.0,9.997,,0.0
2016-05-20 21:00:00-07:00,0.0,0.0,,,68.01,68.01,22.93,0.18,,11.26,206.0,23.12,0.19,0.0,9.997,,
2016-05-20 22:00:00-07:00,0.0,0.0,,,66.19,66.19,23.29,0.19,,12.47,200.0,17.37,0.0,0.0,9.997,,
2016-05-20 23:00:00-07:00,0.0,0.0,,,66.46,66.46,24.76,0.21,,8.04,172.0,22.89,0.44,0.0,9.997,,
2016-05-21 00:00:00-07:00,0.0,0.0,,,64.54,64.54,25.59,0.23,,8.94,195.0,18.33,0.75,0.0,9.997,,
2016-05-21 01:00:00-07:00,0.0,0.0,,,64.28,64.28,28.17,0.25,,10.98,170.0,21.65,0.75,0.0,9.997,,
2016-05-21 02:00:00-07:00,0.0,0.0,,,62.39,62.39,29.39,0.29,,6.89,192.0,21.59,0.0,0.0,9.997,,
2016-05-21 03:00:00-07:00,0.0,0.0,,,60.76,60.76,31.87,0.34,,7.9,192.0,17.23,0.0,0.0,9.997,,
2016-05-21 04:00:00-07:00,0.0,0.0,,,60.7,60.7,29.12,0.3,,9.19,196.0,16.33,0.0,0.0,9.997,,
2016-05-21 05:00:00-07:00,0.0,0.0,,,58.92,58.92,28.78,0.32,,10.18,197.0,16.32,0.0,0.0,9.997,,
2016-05-21 06:00:00-07:00,0.0,0.0,,,57.47,57.47,29.98,0.35,,4.82,223.0,18.3,0.0,0.0,9.997,,94.29794
2016-05-21 07:00:00-07:00,0.0,0.0,,,51.96,51.96,31.73,0.46,,3.49,171.0,15.66,0.0,0.0,9.997,,359.00397000000004
2016-05-21 08:00:00-07:00,0.0,0.0,,,55.35,55.35,29.98,0.38,,4.8,181.0,15.03,0.0,1.0,9.997,,993.7541
2016-05-21 09:00:00-07:00,0.0,0.0,,,57.15,57.15,26.5,0.31,,4.86,223.0,10.96,0.75,2.0,9.997,,1133.6683
2016-05-21 10:00:00-07:00,0.0,0.0,,,59.37,59.37,28.2,0.3,,11.07,194.0,15.85,0.75,4.0,9.997,,1478.9279999999999
2016-05-21 11:00:00-07:00,0.0,0.0,,,61.78,61.78,21.38,0.21,,6.52,218.0,14.02,1.0,4.0,9.997,,2242.507
2016-05-21 12:00:00-07:00,0.0,0.0,,,63.77,63.77,22.66,0.21,,10.21,210.0,23.93,0.75,6.0,9.997,,2523.2383
2016-05-21 13:00:00-07:00,0.0,0.0,,,66.11,66.11,19.42,0.17,,14.65,230.0,24.07,0.0,11.0,9.997,,2614.7876
2016-05-21 14:00:00-07:00,0.0,0.0,,,67.1,67.1,17.67,0.15,,17.88,210.0,31.76,0.0,11.0,9.997,,2575.3982
2016-05-21 15:00:00-07:00,0.0,0.0,,,71.4,71.4,17.63,0.13,,19.03,208.0,31.58,0.0,10.0,9.997,,2130.9854
2016-05-21 16:00:00-07:00,0.0,0.0,,,71.35,71.35,17.57,0.13,,20.05,209.0,27.62,0.0,7.0,9.997,,1538.9487
2016-05-21 17:00:00-07:00,0.0,0.0,,,69.7,69.7,15.83,0.13,,14.7,239.0,27.47,0.0,5.0,9.997,,688.98145
2016-05-21 18:00:00-07:00,0.0,0.0,,,69.67,69.67,15.74,0.13,,14.69,219.0,20.92,0.0,2.0,9.997,,132.65273
2016-05-21 19:00:00-07:00,0.0,0.0,,,67.87,67.87,13.92,0.12,,13.69,234.0,22.94,0.0,1.0,9.997,,50.365390000000005
2016-05-21 20:00:00-07:00,0.0,0.0,,,64.35,64.35,11.6,0.13,,11.25,268.0,21.82,0.0,0.0,9.997,,0.0
2016-05-21 21:00:00-07:00,0.0,0.0,,,59.06,59.06,11.31,0.15,,6.95,240.0,16.86,0.0,0.0,9.997,,
2016-05-21 22:00:00-07:00,0.0,0.0,,,57.7,57.7,11.89,0.16,,3.47,240.0,14.49,0.0,0.0,9.997,,
2016-05-21 23:00:00-07:00,0.0,0.0,,,51.85,51.85,10.23,0.18,,4.59,220.0,12.18,0.0,0.0,9.997,,
2016-05-22 00:00:00-07:00,0.0,0.0,,,54.32,54.32,9.67,0.16,,3.56,233.0,8.99,0.0,0.0,9.997,,
2016-05-22 01:00:00-07:00,0.0,0.0,,,53.66,53.66,12.17,0.19,,3.42,250.0,8.14,0.0,0.0,9.997,,
2016-05-22 02:00:00-07:00,0.0,0.0,,,51.57,51.57,14.22,0.22,,3.32,184.0,7.73,0.0,0.0,9.997,,
2016-05-22 03:00:00-07:00,0.0,0.0,,,46.1,43.9,16.03,0.3,,4.61,180.0,4.61,0.0,0.0,9.997,,
2016-05-22 04:00:00-07:00,0.0,0.0,,,41.13,39.3,20.79,0.44,,3.31,178.0,5.2,0.0,0.0,9.997,,
2016-05-22 05:00:00-07:00,0.0,0.0,,,42.78,41.21,19.29,0.39,,3.28,183.0,4.31,0.0,0.0,9.997,,
2016-05-22 06:00:00-07:00,0.0,0.0,,,40.9,39.04,17.57,0.39,,3.3,163.0,5.48,0.0,0.0,9.997,,76.07819
2016-05-22 07:00:00-07:00,0.0,0.0,,,42.62,40.65,16.91,0.35,,3.67,52.0,5.83,0.0,0.0,9.997,,324.3756
2016-05-22 08:00:00-07:00,0.0,0.0,,,49.7,49.7,18.96,0.29,,2.91,88.0,4.97,0.0,1.0,9.997,,1040.9354
2016-05-22 09:00:00-07:00,0.0,0.0,,,57.01,57.01,19.7,0.23,,4.34,187.0,8.16,0.0,2.0,9.997,,1609.8156
2016-05-22 10:00:00-07:00,0.0,0.0,,,58.82,58.82,21.35,0.23,,4.07,229.0,10.81,0.19,5.0,9.997,,2214.4165
