site_id,irradiance_only,irr_time,weather_only,weather_time,weather_irr,all
103941,0.10066743184869754,0.09206885070972314,0.18122527667292682,0.13622237928366585,0.0942159605568368,0.0874979397338516
787197,0.14855602528241268,0.14309436710840517,0.2189429448308398,0.15971173245724116,0.1362336215468397,0.13417972211617932
238320,0.16424937269735218,0.16163533207864836,0.08687908033435707,0.07840983599205241,0.07290006859621559,0.07230373970977758
349060,0.08390069657234007,0.08401490196276996,0.1574493985981182,0.1194174443549844,0.0745979611172774,0.07412666962898302
477834,0.18412101216160157,0.18118593511366723,0.17991077856148774,0.16461622974096643,0.1451365618172288,0.14042260576668364
641826,0.1810548992277569,0.17357283673411136,0.17915497097831368,0.17155711710473978,0.14453810248611842,0.1374723936051386
896164,0.14428330041829215,0.1470752050060418,0.18110999328054317,0.17782312072491005,0.14052811007673732,0.14188444800854524
717193,0.17909067240921328,0.1769517758087431,0.20120790593709675,0.17923467186940883,0.16322931918698513,0.16270771572774692
627759,0.11424917541475067,0.09706898119544483,0.20006537570206773,0.1434352607733166,0.10434099520208734,0.095554688762899
569932,0.1852682585931753,0.17927932909622674,0.147668341282229,0.13339560568942943,0.12022964646856893,0.11572525511567373
466851,0.1710489227357152,0.1698168059377907,0.16908392783365722,0.15368261894934857,0.1422841894329321,0.13731604329143052
256177,0.16482569437978642,0.1328122368565514,0.1930798844042713,0.14731131981263162,0.14547252103625932,0.1275140897350005
505347,0.14078647892564736,0.12019405328064986,0.23271105906894143,0.17164487311226218,0.1296730570245452,0.11639950306200125
