date,precipIntensity,precipIntensityMax,precipProbability,precipAccumulation,precipType,temperatureHigh,temperatureLow,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,uvIndex,visibility,ozone,sunriseTime,sunsetTime
2016-05-20 00:00:00,0,0,0,,,77.45,51.44,29.36,0.24,,13.78,184,0.18,10,9.997,,,
2016-05-21 00:00:00,0,0,0,,,72.27,40.41,22.11,0.23,,10.18,213,0.19,12,9.997,,,
2016-05-22 00:00:00,0,0,0,,,70.36,33.28,18.39,0.24,,4.74,235,0.03,11,9.997,,,
2016-05-23 00:00:00,0,0,0,,,73.99,41.75,20.1,0.26,,4.98,206,0.03,11,9.997,,,
2016-05-24 00:00:00,0,0,0,,,70.36,35.37,23.98,0.28,,7.4,212,0.23,8,9.997,,,
2016-05-25 00:00:00,0,0,0,,,73.7,48.09,21.08,0.27,,5.08,213,0.12,11,9.997,,,
2016-05-26 00:00:00,0,0.0003,0.01,,,67.18,40.35,33.63,0.42,,5.18,353,0.36,10,9.997,,,
2016-05-27 00:00:00,0,0,0,,,74.06,42.58,34.57,0.45,,4.17,277,0.36,10,9.997,,,
2016-05-28 00:00:00,0,0,0,,,80.97,56.39,30.29,0.32,,4.57,158,0.23,11,9.997,,,
2016-05-29 00:00:00,0,0,0,,,84.59,45.53,29.94,0.25,,5.22,240,0.17,11,9.997,,,
2016-05-30 00:00:00,0,0,0,,,79.1,40.9,32.41,0.31,,4.79,38,0.28,11,9.997,,,
2016-05-31 00:00:00,0,0,0,,,86.48,58.4,30.03,0.27,,5.6,337,0.06,12,9.997,,,
2016-06-01 00:00:00,0,0,0,,,88.45,46.39,20.32,0.14,,4.75,325,0.12,12,9.997,,,
2016-06-02 00:00:00,0,0,0,,,92.07,59.51,21.2,0.15,,5.13,301,0.12,12,9.997,,,
2016-06-03 00:00:00,0,0,0,,,95.59,63.59,24.29,0.15,,4.72,326,0.05,12,9.997,,,
2016-06-04 00:00:00,0,0,0,,,97.27,56.32,28.72,0.16,,4.59,214,0.04,12,9.997,,,
2016-06-05 00:00:00,0,0,0,,,99.03,48.75,28.81,0.19,,5.17,206,0.02,12,9.997,,,
2016-06-06 00:00:00,0,0,0,,,97.13,48.24,23.39,0.15,,5.99,197,0,12,9.997,,,
2016-06-07 00:00:00,0,0,0,,,95.67,59.03,26.98,0.19,,5.68,240,0,12,9.997,,,
2016-06-08 00:00:00,0,0,0,,,97.38,63.52,33.35,0.2,,5.09,265,0,12,9.997,,,
2016-06-09 00:00:00,0,0,0,,,95.68,63.69,33.89,0.21,,6.43,212,0.04,12,9.997,,,
2016-06-10 00:00:00,0,0,0,,,91.71,60.64,33.05,0.2,,6.15,226,0.06,12,9.997,,,
2016-06-11 00:00:00,0.0005,0.0098,0.11,,rain,79.43,52.8,50.07,0.5,,5.28,178,0.61,7,9.997,,,
2016-06-12 00:00:00,0,0,0,,,85.61,51.62,35.78,0.38,,7.7,188,0.16,12,9.997,,,
2016-06-13 00:00:00,0,0,0,,,80.75,45.66,30.32,0.26,,5.78,243,0.54,11,9.997,,,
2016-06-14 00:00:00,0,0,0,,,88.12,58.86,29.2,0.26,,7.41,215,0.12,12,9.997,,,
2016-06-15 00:00:00,0,0,0,,,88.12,56.59,26.03,0.18,,9.94,196,0.07,12,9.997,,,
2016-06-16 00:00:00,0,0,0,,,88.06,44.5,27.56,0.19,,7.92,211,0.07,12,9.997,,,
2016-06-17 00:00:00,0,0,0,,,90.16,44.33,27.85,0.22,,6.44,212,0.04,12,9.997,,,
2016-06-18 00:00:00,0,0,0,,,92.03,50.9,23.74,0.19,,4.89,204,0.1,12,9.997,,,
