,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2017,1,1,0,0,43,24,293,0.8,6.0,86.26
1,2017,1,1,0,30,0,0,0,0.6000000000000001,5.0,91.41
2,2017,1,1,1,0,0,0,0,0.5,5.0,96.78
3,2017,1,1,1,30,0,0,0,0.2,5.0,102.33
4,2017,1,1,2,0,0,0,0,0.0,5.0,108.02
5,2017,1,1,2,30,0,0,0,0.2,4.0,113.83
6,2017,1,1,3,0,0,0,0,0.5,4.0,119.72
7,2017,1,1,3,30,0,0,0,0.6000000000000001,4.0,125.66
8,2017,1,1,4,0,0,0,0,0.7000000000000001,4.0,131.63
9,2017,1,1,4,30,0,0,0,0.7000000000000001,4.0,137.59
10,2017,1,1,5,0,0,0,0,0.8,4.0,143.5
11,2017,1,1,5,30,0,0,0,0.8,4.0,149.27
12,2017,1,1,6,0,0,0,0,0.8,4.0,154.77
13,2017,1,1,6,30,0,0,0,0.8,4.0,159.76
14,2017,1,1,7,0,0,0,0,0.8,4.0,163.71
15,2017,1,1,7,30,0,0,0,0.8,4.0,165.72
16,2017,1,1,8,0,0,0,0,0.8,4.0,164.97
17,2017,1,1,8,30,0,0,0,0.8,3.0,161.8
18,2017,1,1,9,0,0,0,0,0.8,3.0,157.22
19,2017,1,1,9,30,0,0,0,0.8,3.0,151.91
20,2017,1,1,10,0,0,0,0,0.9,3.0,146.25
21,2017,1,1,10,30,0,0,0,0.9,3.0,140.39
22,2017,1,1,11,0,0,0,0,1.0,3.0,134.45
23,2017,1,1,11,30,0,0,0,0.9,3.0,128.48
24,2017,1,1,12,0,0,0,0,0.9,3.0,122.52
25,2017,1,1,12,30,0,0,0,0.9,3.0,116.59
26,2017,1,1,13,0,0,0,0,0.9,3.0,110.74
27,2017,1,1,13,30,0,0,0,0.9,2.0,104.99
28,2017,1,1,14,0,0,0,0,0.9,2.0,99.37
29,2017,1,1,14,30,0,0,0,1.0,2.0,93.9
30,2017,1,1,15,0,7,7,0,1.1,3.0,88.64
31,2017,1,1,15,30,38,38,4,1.4,4.0,83.62
32,2017,1,1,16,0,78,72,26,1.8,6.0,78.9
33,2017,1,1,16,30,117,106,41,1.9,7.0,74.53
