date,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,cloudCover,uvIndex,visibility,ozone,production
2017-07-20 00:00:00-07:00,0.0,0.0,,,71.62,71.65,60.27,0.67,,1.79,152.0,4.27,0.0,0.0,9.997,,409.5296
2017-07-20 01:00:00-07:00,0.0,0.0,,,69.8,69.81,59.9,0.71,,1.47,349.0,3.4,0.0,0.0,9.997,,506.3095
2017-07-20 02:00:00-07:00,0.0,0.0,,,68.03,68.03,59.56,0.74,,1.53,94.0,3.27,0.0,0.0,9.997,,231.57299999999998
2017-07-20 03:00:00-07:00,0.0,0.0,,,67.97,67.97,59.03,0.73,,1.39,44.0,3.37,0.0,0.0,9.997,,0.0
2017-07-20 04:00:00-07:00,0.0,0.0,,,67.96,67.96,58.9,0.73,,1.74,36.0,3.67,0.0,0.0,9.997,,
2017-07-20 05:00:00-07:00,0.0,0.0,,,64.51,65.02,62.38,0.93,,1.98,356.0,5.48,0.0,0.0,9.997,,
2017-07-20 06:00:00-07:00,0.0,0.0,,,64.54,64.54,58.55,0.81,,2.81,24.0,4.48,0.0,0.0,9.997,,
2017-07-20 07:00:00-07:00,0.0,0.0,,,64.55,64.55,58.66,0.81,,4.57,166.0,5.5,0.0,0.0,9.997,,
2017-07-20 08:00:00-07:00,0.0,0.0,,,66.5,66.92,62.39,0.87,,1.77,140.0,3.76,0.0,1.0,9.997,,
2017-07-20 09:00:00-07:00,0.0,0.0,,,70.07,70.07,59.54,0.69,,1.82,138.0,4.96,0.0,2.0,9.997,,
2017-07-20 10:00:00-07:00,0.0,0.0,,,77.01,77.01,59.14,0.54,,6.75,148.0,6.75,0.0,4.0,9.997,,
2017-07-20 11:00:00-07:00,0.0,0.0,,,78.86,78.98,60.72,0.54,,3.23,181.0,8.67,0.0,7.0,9.997,,
2017-07-20 12:00:00-07:00,0.0,0.0,,,80.67,81.16,58.95,0.48,,4.01,183.0,10.46,0.0,9.0,9.997,,8108.635
2017-07-20 13:00:00-07:00,0.0,0.0,,,83.66,83.66,57.15,0.41,,3.76,232.0,11.79,0.0,11.0,9.997,,10395.995
2017-07-20 14:00:00-07:00,0.0,0.0,,,85.36,85.36,55.37,0.36,,5.73,251.0,12.51,0.44,8.0,9.997,,5363.0137
2017-07-20 15:00:00-07:00,0.0,0.0,,,86.54,86.54,53.59,0.32,,4.68,208.0,12.69,0.44,8.0,9.997,,8157.5019999999995
2017-07-20 16:00:00-07:00,0.0,0.0,,,89.53,89.53,53.56,0.3,,6.85,250.0,12.92,0.44,6.0,9.997,,8092.666
2017-07-20 17:00:00-07:00,0.0,0.0,,,89.53,89.53,53.5,0.29,,4.81,251.0,13.12,0.44,4.0,9.997,,8374.833
2017-07-20 18:00:00-07:00,0.0,0.0,,,91.34,91.34,53.53,0.28,,9.02,288.0,16.02,0.0,3.0,9.997,,10164.863000000001
2017-07-20 19:00:00-07:00,0.0,0.0,,,89.55,89.55,50.63,0.26,,4.79,278.0,16.06,0.0,1.0,9.997,,1975.3472
2017-07-20 20:00:00-07:00,0.0,0.0,,,89.45,89.45,49.96,0.26,,7.36,251.0,13.84,0.0,0.0,9.997,,0.0
2017-07-20 21:00:00-07:00,0.0,0.0,,,84.14,84.14,49.95,0.31,,4.65,299.0,10.47,0.0,0.0,9.997,,
2017-07-20 22:00:00-07:00,0.0,0.0,,,78.8,78.8,50.04,0.37,,3.32,250.0,8.98,0.0,0.0,9.997,,
2017-07-20 23:00:00-07:00,0.0,0.0,,,73.45,73.45,51.63,0.46,,2.24,24.0,6.05,0.0,0.0,9.997,,
2017-07-21 00:00:00-07:00,0.0,0.0,,,69.96,69.96,51.4,0.52,,3.34,168.0,4.82,0.0,0.0,9.997,,
2017-07-21 01:00:00-07:00,0.0,0.0,,,69.92,69.92,52.09,0.53,,5.74,152.0,6.05,0.0,0.0,9.997,,
2017-07-21 02:00:00-07:00,0.0,0.0,,,68.28,68.28,51.52,0.55,,2.95,24.0,5.39,0.0,0.0,9.997,,
2017-07-21 03:00:00-07:00,0.0,0.0,,,66.45,66.45,51.41,0.58,,3.36,49.0,5.51,0.0,0.0,9.997,,
2017-07-21 04:00:00-07:00,0.0,0.0,,,64.62,64.62,52.48,0.65,,3.29,54.0,5.78,0.44,0.0,9.997,,
2017-07-21 05:00:00-07:00,0.0,0.0,,,64.58,64.58,52.08,0.64,,2.64,19.0,5.61,0.75,0.0,9.997,,
2017-07-21 06:00:00-07:00,0.0,0.0,,,64.51,64.51,51.54,0.63,,4.63,57.0,6.36,0.75,0.0,9.997,,151.87953000000002
2017-07-21 07:00:00-07:00,0.0,0.0,,,62.85,62.85,52.18,0.68,,3.21,20.0,6.91,0.0,0.0,9.997,,1342.2385
2017-07-21 08:00:00-07:00,0.0,0.0,,,68.23,68.23,53.23,0.59,,2.94,17.0,6.48,0.0,1.0,9.997,,4016.7817
2017-07-21 09:00:00-07:00,0.0,0.0,,,78.74,78.74,54.07,0.43,,2.62,99.0,6.23,0.0,2.0,9.997,,6381.9727
2017-07-21 10:00:00-07:00,0.0,0.0,,,80.01,80.01,57.03,0.45,,3.27,180.0,7.72,0.0,4.0,9.997,,8151.656999999999
2017-07-21 11:00:00-07:00,0.0,0.0,,,85.9,85.9,53.61,0.33,,3.56,182.0,8.93,0.0,7.0,9.997,,9565.734
2017-07-21 12:00:00-07:00,0.0,0.0,,,85.7,85.7,52.25,0.32,,7.9,245.0,12.45,0.0,9.0,9.997,,10212.984
