date,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,cloudCover,uvIndex,visibility,ozone,production
2018-07-23 00:00:00-07:00,0.0,0.0,,,77.76,77.76,52.26,0.41,1016.1,3.46,320,5.64,0.0,0,10.0,305.3,
2018-07-23 01:00:00-07:00,0.0,0.0,,,76.28,76.28,53.88,0.46,1016.1,3.11,333,4.18,0.06,0,10.0,305.4,
2018-07-23 02:00:00-07:00,0.0017,0.01,,rain,74.49,74.49,55.24,0.51,1015.5,2.86,338,3.49,0.13,0,10.0,305.3,
2018-07-23 03:00:00-07:00,0.0018,0.01,,rain,72.51,72.51,54.98,0.54,1015.6,2.68,5,3.9,0.17,0,10.0,304.9,
2018-07-23 04:00:00-07:00,0.0021,0.01,,rain,70.84,70.84,54.94,0.57,1015.7,3.05,50,4.42,0.14,0,10.0,304.3,
2018-07-23 05:00:00-07:00,0.0,0.0,,,69.28,69.28,55.31,0.61,1016.0,3.74,63,4.38,0.08,0,10.0,303.6,
2018-07-23 06:00:00-07:00,0.0,0.0,,,68.65,68.65,56.71,0.66,1016.1,3.95,60,3.95,0.02,0,10.0,304.3,51.0
2018-07-23 07:00:00-07:00,0.0,0.0,,,69.75,69.75,57.35,0.65,1016.1,3.3,61,3.95,0.01,0,10.0,303.8,728.0
2018-07-23 08:00:00-07:00,0.0,0.0,,,74.42,74.42,56.6,0.54,1016.2,3.56,60,4.24,0.0,1,10.0,303.0,1705.0
2018-07-23 09:00:00-07:00,0.0137,0.04,,rain,79.59,79.59,56.22,0.45,1016.2,3.1,83,4.53,0.0,2,10.0,302.2,2495.0
2018-07-23 10:00:00-07:00,0.0,0.0,,,83.53,83.53,54.44,0.37,1015.7,2.81,135,4.93,0.0,4,10.0,301.6,3062.0
2018-07-23 11:00:00-07:00,0.0,0.0,,,87.09,87.09,51.79,0.3,1015.6,2.46,193,4.06,0.0,7,10.0,300.8,3084.0
2018-07-23 12:00:00-07:00,0.0,0.0,,,90.05,90.05,50.22,0.26,1015.7,4.03,228,5.05,0.0,9,10.0,303.5,3084.0
2018-07-23 13:00:00-07:00,0.0015,0.01,,rain,92.01,92.01,46.75,0.21,1014.2,4.17,229,5.8,0.0,11,10.0,303.3,3085.0
2018-07-23 14:00:00-07:00,0.0,0.0,,,93.86,93.86,43.4,0.18,1014.3,5.2,259,7.71,0.0,11,10.0,302.9,3084.0
2018-07-23 15:00:00-07:00,0.0,0.0,,,96.2,96.2,38.51,0.14,1013.3,5.24,263,8.57,0.0,10,10.0,302.2,3084.0
2018-07-23 16:00:00-07:00,0.0,0.0,,,97.42,97.42,36.02,0.12,1012.6,6.54,201,8.74,0.0,8,10.0,301.6,2662.0
2018-07-23 17:00:00-07:00,0.0,0.0,,,98.83,98.83,32.73,0.1,1011.9,7.03,336,8.66,0.0,5,10.0,300.7,1896.0
2018-07-23 18:00:00-07:00,0.0008,0.01,,rain,97.6,97.6,31.37,0.1,1010.6,7.51,288,8.07,0.0,3,10.0,302.2,992.0
2018-07-23 19:00:00-07:00,0.0016,0.01,,rain,96.52,96.52,32.13,0.1,1010.5,8.07,291,9.23,0.0,1,10.0,302.4,208.0
2018-07-23 20:00:00-07:00,0.0016,0.01,,rain,94.26,94.26,32.86,0.12,1010.7,7.91,286,10.02,0.0,0,10.0,302.5,
2018-07-23 21:00:00-07:00,0.0018,0.01,,rain,89.83,89.83,35.2,0.15,1011.4,6.15,285,12.73,0.0,0,10.0,302.2,
2018-07-23 22:00:00-07:00,0.0,0.0,,,86.59,86.59,38.92,0.19,1012.3,5.01,325,7.34,0.01,0,10.0,301.3,0.0
2018-07-23 23:00:00-07:00,0.0,0.0,,,83.51,83.51,43.67,0.25,1013.7,5.05,334,8.24,0.03,0,10.0,300.1,
2018-07-24 00:00:00-07:00,0.0,0.0,,,81.15,81.15,46.81,0.3,1013.9,4.11,357,6.45,0.03,0,10.0,302.5,
2018-07-24 01:00:00-07:00,0.0012,0.01,,rain,78.92,78.92,47.8,0.34,1013.5,3.89,22,4.77,0.08,0,10.0,301.8,
2018-07-24 02:00:00-07:00,0.0,0.0,,,76.84,76.84,48.81,0.37,1014.2,4.97,38,5.96,0.16,0,10.0,301.0,
2018-07-24 03:00:00-07:00,0.0,0.0,,,74.84,74.84,49.44,0.41,1014.3,4.58,64,6.22,0.21,0,10.0,300.4,
2018-07-24 04:00:00-07:00,0.0,0.0,,,73.53,73.53,48.88,0.42,1014.5,5.0,53,6.33,0.23,0,10.0,300.0,
2018-07-24 05:00:00-07:00,0.0155,0.09,,rain,72.56,72.56,49.07,0.43,1014.9,5.16,56,6.35,0.23,0,10.0,299.8,
2018-07-24 06:00:00-07:00,0.0005,0.01,,rain,71.98,71.98,49.18,0.44,1014.9,5.36,64,5.54,0.22,0,10.0,300.6,53.0
2018-07-24 07:00:00-07:00,0.0008,0.01,,rain,73.01,73.01,49.84,0.44,1015.2,5.84,68,6.36,0.23,0,10.0,300.6,809.0
2018-07-24 08:00:00-07:00,0.0028,0.01,,rain,77.93,77.93,49.11,0.36,1015.5,5.26,91,7.28,0.16,1,10.0,300.6,1674.0
2018-07-24 09:00:00-07:00,0.0049,0.01,,rain,83.22,83.22,48.43,0.3,1015.6,5.0,109,8.63,0.18,2,10.0,300.4,2457.0
2018-07-24 10:00:00-07:00,0.0049,0.01,,rain,86.77,86.77,47.15,0.25,1015.4,5.14,114,7.86,0.14,4,10.0,300.2,3059.0
2018-07-24 11:00:00-07:00,0.0022,0.01,,rain,91.07,91.07,45.46,0.21,1015.1,5.43,134,7.75,0.11,7,10.0,300.0,3008.0
2018-07-24 12:00:00-07:00,0.0005,0.01,,rain,95.29,95.29,42.79,0.16,1015.2,5.39,157,6.72,0.14,9,10.0,303.4,3086.0
2018-07-24 13:00:00-07:00,0.0022,0.01,,rain,97.3,97.3,40.37,0.14,1014.4,5.05,186,7.56,0.09,10,10.0,304.2,622.0
2018-07-24 14:00:00-07:00,0.0069,0.02,,rain,97.8,97.8,38.81,0.13,1013.5,5.65,188,8.43,0.13,10,10.0,304.5,1570.0
2018-07-24 15:00:00-07:00,0.0111,0.03,,rain,95.17,95.17,39.21,0.14,1013.0,9.68,245,13.27,0.33,8,10.0,304.9,1433.0
2018-07-24 16:00:00-07:00,0.0075,0.04,,rain,93.5,93.5,39.88,0.16,1013.3,10.48,231,14.4,0.16,7,10.0,305.1,1924.0
2018-07-24 17:00:00-07:00,0.0034,0.03,,rain,92.96,92.96,41.48,0.17,1013.5,9.57,215,12.88,0.29,4,10.0,305.2,1687.0
2018-07-24 18:00:00-07:00,0.0007,0.02,,rain,93.38,93.38,40.17,0.16,1013.4,10.14,221,11.97,0.24,2,10.0,299.4,697.0
2018-07-24 19:00:00-07:00,0.0007,0.02,,rain,91.97,91.97,43.6,0.19,1013.3,9.89,214,13.2,0.21,1,10.0,299.2,230.0
2018-07-24 20:00:00-07:00,0.0006,0.02,,rain,89.43,89.43,45.62,0.22,1013.7,6.89,200,11.89,0.16,0,10.0,299.6,
2018-07-24 21:00:00-07:00,0.0009,0.02,,rain,85.91,85.91,48.54,0.27,1014.2,4.7,153,6.82,0.12,0,10.0,299.9,
2018-07-24 22:00:00-07:00,0.0015,0.02,,rain,84.66,84.66,48.28,0.28,1014.6,5.34,113,8.45,0.16,0,10.0,299.8,
2018-07-24 23:00:00-07:00,0.0012,0.01,,rain,82.22,82.22,49.69,0.32,1015.1,4.69,86,7.82,0.34,0,10.0,299.5,
2018-07-25 00:00:00-07:00,0.0003,0.01,,rain,80.4,80.4,49.77,0.34,1016.2,4.69,64,7.27,0.16,0,10.0,304.3,
2018-07-25 01:00:00-07:00,0.0,0.0,,,78.19,78.19,50.68,0.38,1016.6,4.38,69,5.91,0.36,0,10.0,303.8,
2018-07-25 02:00:00-07:00,0.0008,0.01,,rain,75.71,75.71,51.28,0.42,1015.8,4.46,87,5.29,0.4,0,10.0,302.3,
2018-07-25 03:00:00-07:00,0.0,0.0,,,73.64,73.64,50.8,0.45,1016.2,4.86,83,6.02,0.27,0,10.0,301.1,
2018-07-25 04:00:00-07:00,0.0,0.0,,,71.62,71.62,50.37,0.47,1016.2,4.76,81,6.08,0.34,0,10.0,300.5,
2018-07-25 05:00:00-07:00,0.0,0.0,,,70.6,70.6,50.58,0.49,1016.6,5.2,84,6.26,0.19,0,10.0,300.0,
2018-07-25 06:00:00-07:00,0.001,0.01,,rain,70.37,70.37,51.53,0.51,1016.6,5.18,92,5.75,0.13,0,10.0,299.6,36.0
2018-07-25 07:00:00-07:00,0.0015,0.01,,rain,71.06,71.06,51.47,0.5,1016.8,5.02,85,5.17,0.11,0,10.0,299.7,712.0
2018-07-25 08:00:00-07:00,0.0,0.0,,,75.86,75.86,50.82,0.42,1017.2,4.15,94,5.04,0.09,1,10.0,299.8,1955.0
2018-07-25 09:00:00-07:00,0.0,0.0,,,81.75,81.75,49.33,0.32,1017.1,3.57,122,5.26,0.07,2,10.0,299.8,2465.0
2018-07-25 10:00:00-07:00,0.0,0.0,,,85.86,85.86,47.63,0.27,1016.5,3.96,179,5.76,0.05,4,10.0,299.5,3056.0
2018-07-25 11:00:00-07:00,0.0,0.0,,,89.68,89.68,45.24,0.22,1016.8,4.12,229,7.02,0.04,7,10.0,299.0,3085.0
2018-07-25 12:00:00-07:00,0.0,0.0,,,93.33,93.33,42.03,0.17,1016.4,5.65,241,8.28,0.05,9,10.0,300.8,3084.0
