date,precipIntensity,precipIntensityMax,precipProbability,precipAccumulation,precipType,temperatureHigh,temperatureLow,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,uvIndex,visibility,ozone,sunriseTime,sunsetTime
2018-07-21 00:00:00,0.0014,0.0125,0.16,,rain,91.17,65.18,57.3,0.49,1014.2,5.77,264,0.58,7,10,301,,
2018-07-22 00:00:00,0.0004,0.0015,0.04,,rain,92.52,68.15,54.17,0.48,1016.1,5.11,272,0.08,11,10,303.5,,
2018-07-23 00:00:00,0.0014,0.0137,0.08,,rain,99.33,71.48,46.67,0.33,1014.2,4.6,302,0.03,11,10,302.9,,
2018-07-24 00:00:00,0.003,0.0155,0.23,,rain,98.43,69.86,45.66,0.27,1014.3,6.21,161,0.18,10,10,301.4,,
2018-07-25 00:00:00,0.0006,0.0023,0.09,,rain,99.68,71.77,42.07,0.26,1014.9,7.25,299,0.13,11,10,300.5,,
2018-07-26 00:00:00,0.0005,0.0018,0.06,,rain,101.83,69.09,38.43,0.22,1013.3,5.87,354,0.11,11,10,299.5,,
2018-07-27 00:00:00,0.0006,0.0018,0.07,,rain,101.19,71.3,36.73,0.23,1011.8,6.04,286,0.03,11,10,293.3,,
2018-07-28 00:00:00,0.0007,0.0018,0.05,,rain,99.63,69.54,38.27,0.22,1012.1,8.05,249,0.13,10,10,298.8,,
2018-07-29 00:00:00,0.0009,0.0096,0.05,,rain,97.78,69.75,47.42,0.31,1014.2,7.31,268,0.23,10,10,300.4,,
2018-07-30 00:00:00,0.0016,0.0097,0.1,,rain,97.46,67.76,45.61,0.29,1013.4,5.04,322,0.2,11,10,301.9,,
2018-07-31 00:00:00,0.0005,0.0019,0.05,,rain,100.04,72.22,41.11,0.27,1013.2,5.63,277,0.24,10,10,307.2,,
2018-08-01 00:00:00,0.0015,0.0161,0.17,,rain,98.26,70.55,45.63,0.28,1012.3,5.76,269,0.12,11,10,306.9,,
2018-08-02 00:00:00,0.0064,0.0329,0.42,,rain,93.9,66.73,53.26,0.39,1012.3,7.1,225,0.36,9,10,303.2,,
2018-08-03 00:00:00,0.0009,0.0019,0.11,,rain,93.65,67.67,54.25,0.45,1012.7,6.01,285,0.15,11,10,294.7,,
2018-08-04 00:00:00,0.0019,0.0115,0.08,,rain,92.98,68.41,52.05,0.39,1009.8,6.25,223,0.12,10,10,284.3,,
2018-08-05 00:00:00,0.0006,0.0019,0.02,,rain,98.49,64.96,28.59,0.22,1009.6,8.55,226,0.01,11,10,282.3,,
2018-08-06 00:00:00,0.0004,0.0016,0.01,,rain,99.68,63.26,9.68,0.08,1012,5.43,261,0,11,10,290.1,,
2018-08-07 00:00:00,0,0,0,,,100.94,65.92,8.64,0.08,1010.9,5.59,299,0,11,10,296.4,,
2018-08-08 00:00:00,0.0007,0.0023,0.01,,rain,100.22,66.91,27.09,0.16,1011.5,6.9,280,0,11,10,297.5,,
2018-08-09 00:00:00,0.0009,0.0042,0.07,,rain,99.17,65.67,40.7,0.25,1012,7.3,274,0,11,10,287,,
2018-08-10 00:00:00,0.0018,0.0079,0.09,,rain,97.69,68.49,44.31,0.32,1012.8,6.87,275,0.06,11,10,285.4,,
2018-08-11 00:00:00,0.0022,0.0076,0.22,,rain,92.77,61.85,51.89,0.41,1012.8,5.71,244,0.16,11,10,287.7,,
2018-08-12 00:00:00,0.0012,0.0031,0.06,,rain,94.2,66.74,45.59,0.38,1012.6,7.15,279,0.1,10,10,295.3,,
2018-08-13 00:00:00,0.0003,0.0014,0.05,,rain,95.59,68.93,40.01,0.27,1011.5,7.07,282,0.02,10,10,296.8,,
2018-08-14 00:00:00,0.0015,0.0132,0.16,,rain,94.4,66.65,39.1,0.25,1010,6.32,264,0.17,9,10,293.4,,
2018-08-15 00:00:00,0.0016,0.0056,0.23,,rain,92.7,66.87,47.5,0.36,1012.1,5.99,279,0.09,10,10,288.8,,
2018-08-16 00:00:00,0.0007,0.0028,0.2,,rain,90.25,67.26,52.58,0.44,1015.6,5.89,281,0.14,9,10,290,,
2018-08-17 00:00:00,0.0013,0.0038,0.23,,rain,92.69,68.84,52.61,0.42,1016.3,5.56,272,0.15,10,10,291.3,,
2018-08-18 00:00:00,0.0006,0.0027,0.06,,rain,94.46,67.11,49.44,0.37,1015,6.5,286,0.03,11,10,289.8,,
2018-08-19 00:00:00,0.0002,0.0014,0.01,,rain,98.29,68.66,32.91,0.22,1012.7,5.82,319,0,11,10,287.4,,
