date,precipIntensity,precipIntensityMax,precipProbability,precipAccumulation,precipType,temperatureHigh,temperatureLow,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,uvIndex,visibility,ozone,sunriseTime,sunsetTime
2016-11-18 00:00:00,0,0,0,,,67.64,35.35,6.61,0.19,,3.85,59,0,4,9.997,,,
2016-11-19 00:00:00,0,0,0,,,73.71,42.6,17.35,0.24,,2.24,117,0.08,4,9.997,,,
2016-11-20 00:00:00,0.0074,0.0569,0.98,,rain,64.25,50.33,33.36,0.53,,1.91,86,0.63,3,9.211,,,
2016-11-21 00:00:00,0.0213,0.0841,0.98,,rain,54.33,40.23,44.96,0.79,,3.21,183,0.98,3,8.065,,,
2016-11-22 00:00:00,0,0,0,,,63.79,33.73,38.29,0.67,,1.8,261,0.22,3,9.829,,,
2016-11-23 00:00:00,0,0,0,,,64.14,36.42,33.63,0.6,,2.25,319,0,3,8.614,,,
2016-11-24 00:00:00,0,0,0,,,62.11,36.17,19.39,0.37,,3.83,10,0.02,3,9.851,,,
2016-11-25 00:00:00,0,0,0,,,66.84,36.44,21.68,0.34,,2.45,70,0.07,3,9.464,,,
2016-11-26 00:00:00,0,0,0,,,57.98,42.03,30.51,0.52,,1.95,153,0.21,3,8.796,,,
2016-11-27 00:00:00,0.0032,0.0245,0.94,,rain,49.22,34,32.51,0.63,,4.16,197,0.92,2,8.82,,,
2016-11-28 00:00:00,0.0041,0.0356,0.93,,rain,44.73,29.21,33.76,0.83,,1.7,188,0.94,2,9.141,,,
2016-11-29 00:00:00,0.0001,0.0004,0.05,0,snow,51.33,24.08,24.09,0.61,,2.08,350,0.08,3,9.416,,,
2016-11-30 00:00:00,0,0,0,,,52.04,25.73,19.55,0.54,,1.91,14,0.01,3,9.811,,,
2016-12-01 00:00:00,0,0,0,,,48.4,31.91,21.86,0.58,,1.24,6,0.05,3,9.997,,,
2016-12-02 00:00:00,0,0,0,,,49.33,33.3,24.25,0.54,,2.37,3,0.74,2,9.997,,,
2016-12-03 00:00:00,0,0,0,,,59.38,28.13,20.3,0.39,,4.81,15,0.05,3,9.997,,,
2016-12-04 00:00:00,0,0,0,,,64.69,32.12,16.23,0.35,,2.04,54,0.03,3,9.273,,,
2016-12-05 00:00:00,0,0,0,,,63.6,44.59,19.03,0.36,,2.06,130,0.03,3,9.997,,,
2016-12-06 00:00:00,0,0,0,,,57,42.58,24.46,0.39,,5.1,182,0.12,3,9.997,,,
2016-12-07 00:00:00,0,0,0,,,56.21,30.62,33.81,0.64,,2.14,209,0.3,3,9.993,,,
2016-12-08 00:00:00,0,0,0,,,58.79,32.96,27.11,0.53,,1.55,301,0,3,9.984,,,
2016-12-09 00:00:00,0,0,0,,,61.87,32.56,32.87,0.64,,1.61,324,0,3,9.905,,,
2016-12-10 00:00:00,0,0,0,,,64.22,39.87,32.98,0.63,,2.18,208,0.04,3,9.992,,,
2016-12-11 00:00:00,0,0,0,,,65.87,35.52,35.16,0.59,,1.83,213,0.27,3,9.994,,,
2016-12-12 00:00:00,0,0,0,,,60.61,38.85,36.49,0.66,,1.34,211,0.03,3,9.85,,,
2016-12-13 00:00:00,0,0,0,,,64.43,37.34,37.28,0.61,,1.98,208,0.18,3,9.954,,,
2016-12-14 00:00:00,0,0,0,,,67.43,36.44,36.62,0.62,,1.69,338,0,3,9.997,,,
2016-12-15 00:00:00,0,0,0,,,64.61,48.63,32.78,0.52,,1.94,212,0.26,3,9.997,,,
2016-12-16 00:00:00,0.0033,0.0156,0.64,,rain,56.44,37,44.68,0.76,,6.13,184,1,2,8.902,,,
2016-12-17 00:00:00,0,0.0009,0.45,,,48.97,22.82,22.16,0.46,,4.49,277,0.33,3,9.997,,,
2016-12-18 00:00:00,0,0,0,,,51.66,28.26,15.05,0.47,,3,30,0,3,9.997,,,
2016-12-19 00:00:00,0,0,0,,,57.98,30.04,13.81,0.33,,3.49,29,0.02,3,9.997,,,
2016-12-20 00:00:00,0.0159,0.2698,0.27,,rain,62.11,40.87,21.81,0.43,,1.37,346,0,3,9.997,,,
2016-12-21 00:00:00,0.005,0.0439,0.93,,rain,59.45,46.2,35.09,0.61,,0.86,21,0.75,2,8.756,,,
2016-12-22 00:00:00,0.038,0.1273,1,,rain,57.77,45.63,45.44,0.86,,2.87,191,0.98,2,7.444,,,
2016-12-23 00:00:00,0.0014,0.0088,0.57,,rain,53.44,45.73,43.26,0.82,,2.15,180,1,2,7.764,,,
