,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2015,1,1,0,0,39,28,188,5.300000000000002,-4.0,86.49
1,2015,1,1,0,30,0,0,0,5.1000000000000005,-4.0,91.67
2,2015,1,1,1,0,0,0,0,4.9,-5.0,97.06
3,2015,1,1,1,30,0,0,0,4.800000000000002,-5.0,102.63
4,2015,1,1,2,0,0,0,0,4.7,-5.0,108.35
5,2015,1,1,2,30,0,0,0,4.6000000000000005,-5.0,114.17
6,2015,1,1,3,0,0,0,0,4.5,-5.0,120.08
7,2015,1,1,3,30,0,0,0,4.4,-5.0,126.04
8,2015,1,1,4,0,0,0,0,4.4,-5.0,132.02
9,2015,1,1,4,30,0,0,0,4.3,-5.0,138.0
10,2015,1,1,5,0,0,0,0,4.2,-5.0,143.92000000000004
11,2015,1,1,5,30,0,0,0,4.1000000000000005,-5.0,149.70000000000005
12,2015,1,1,6,0,0,0,0,4.1000000000000005,-6.0,155.22
13,2015,1,1,6,30,0,0,0,3.8,-6.0,160.20000000000005
14,2015,1,1,7,0,0,0,0,3.6,-6.0,164.11
15,2015,1,1,7,30,0,0,0,3.2,-6.0,166.0
16,2015,1,1,8,0,0,0,0,2.8000000000000003,-7.0,165.06
17,2015,1,1,8,30,0,0,0,2.2,-7.0,161.73
18,2015,1,1,9,0,0,0,0,1.6,-7.0,157.04
19,2015,1,1,9,30,0,0,0,1.4,-7.0,151.67000000000004
20,2015,1,1,10,0,0,0,0,1.2000000000000002,-7.0,145.96
21,2015,1,1,10,30,0,0,0,1.5,-7.0,140.08
22,2015,1,1,11,0,0,0,0,1.8,-7.0,134.12
23,2015,1,1,11,30,0,0,0,1.8,-6.0,128.13
24,2015,1,1,12,0,0,0,0,1.8,-6.0,122.15
25,2015,1,1,12,30,0,0,0,1.8,-6.0,116.22
26,2015,1,1,13,0,0,0,0,1.9,-6.0,110.36
27,2015,1,1,13,30,0,0,0,1.8,-6.0,104.61
28,2015,1,1,14,0,0,0,0,1.8,-6.0,98.98
29,2015,1,1,14,30,0,0,0,1.7000000000000002,-6.0,93.51
30,2015,1,1,15,0,18,18,0,1.7000000000000002,-6.0,88.25
31,2015,1,1,15,30,87,51,311,1.7000000000000002,-5.0,83.24
32,2015,1,1,16,0,174,73,505,1.7000000000000002,-5.0,78.52
33,2015,1,1,16,30,260,92,617,1.6,-4.0,74.17
34,2015,1,1,17,0,343,99,722,1.5,-3.0,70.25
35,2015,1,1,17,30,413,109,773,1.4,-1.0,66.84
36,2015,1,1,18,0,474,104,845,1.3,0.0,64.03
37,2015,1,1,18,30,517,109,866,1.2000000000000002,0.0,61.9
38,2015,1,1,19,0,544,110,882,1.1,0.0,60.52
39,2015,1,1,19,30,555,111,886,0.9,0.0,59.96
40,2015,1,1,20,0,550,109,888,0.8,1.0,60.22
41,2015,1,1,20,30,529,107,879,0.6000000000000001,1.0,61.3
42,2015,1,1,21,0,491,106,851,0.5,1.0,63.16
43,2015,1,1,21,30,439,100,824,0.4,1.0,65.72
44,2015,1,1,22,0,375,89,797,0.4,1.0,68.92
