# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.
DateTime,Device ID,Name,Device Type,Device Make,Device Model,Device Location,Avg Wattage,kWh
2018-04-03 19:00:00,5019bfce,Fridge,Fridge,,,,41.973,0.042
2018-04-03 19:00:00,18e08a78,Microwave,Microwave,,,,14.794,0.015
2018-04-03 19:00:00,b9df9a21,Dishwasher,Dishwasher,,,,295.576,0.296
2018-04-03 19:00:00,b189bddc,Light 1,Light,,,,4.948,0.005
2018-04-03 19:00:00,a7de118f,Heat 3,Mystery Heat,,,,6.303,0.006
2018-04-03 19:00:00,mains,Total Usage,,,,,1149.585,1.150
2018-04-03 19:00:00,90e29231,Dryer,Dryer,,,,26.217,0.026
2018-04-03 19:00:00,ee2fc57a,Dryer 2,Dryer,,,,25.573,0.026
2018-04-03 19:00:00,2cd25dbc,Fridge 3,Fridge,,,,76.085,0.076
2018-04-03 20:00:00,5019bfce,Fridge,Fridge,,,,56.870,0.057
2018-04-03 20:00:00,b189bddc,Light 1,Light,,,,41.210,0.041
2018-04-03 20:00:00,mains,Total Usage,,,,,659.313,0.659
2018-04-03 20:00:00,31ac3118,AC 2,AC,,,,10.655,0.011
2018-04-03 20:00:00,2cd25dbc,Fridge 3,Fridge,,,,38.042,0.038
2018-04-03 21:00:00,5019bfce,Fridge,Fridge,,,,42.389,0.042
2018-04-03 21:00:00,b189bddc,Light 1,Light,,,,60.505,0.061
2018-04-03 21:00:00,mains,Total Usage,,,,,821.521,0.822
2018-04-03 21:00:00,31ac3118,AC 2,AC,,,,19.217,0.019
2018-04-03 21:00:00,2cd25dbc,Fridge 3,Fridge,,,,37.921,0.038
2018-04-03 22:00:00,5019bfce,Fridge,Fridge,,,,75.978,0.076
2018-04-03 22:00:00,b189bddc,Light 1,Light,,,,2.890,0.003
2018-04-03 22:00:00,mains,Total Usage,,,,,3266.778,3.267
2018-04-03 22:00:00,90e29231,Dryer,Dryer,,,,1083.003,1.083
2018-04-03 22:00:00,ee2fc57a,Dryer 2,Dryer,,,,108.703,0.109
2018-04-03 22:00:00,2cd25dbc,Fridge 3,Fridge,,,,37.800,0.038
2018-04-03 23:00:00,5019bfce,Fridge,Fridge,,,,59.195,0.059
2018-04-03 23:00:00,b189bddc,Light 1,Light,,,,0.847,0.001
2018-04-03 23:00:00,mains,Total Usage,,,,,1984.160,1.984
2018-04-03 23:00:00,90e29231,Dryer,Dryer,,,,493.455,0.493
2018-04-03 23:00:00,31ac3118,AC 2,AC,,,,8.860,0.009
2018-04-03 23:00:00,2cd25dbc,Fridge 3,Fridge,,,,37.678,0.038
2018-04-04 00:00:00,5019bfce,Fridge,Fridge,,,,47.471,0.047
2018-04-04 00:00:00,mains,Total Usage,,,,,1170.855,1.171
2018-04-04 00:00:00,ee2fc57a,Dryer 2,Dryer,,,,10.296,0.010
2018-04-04 00:00:00,31ac3118,AC 2,AC,,,,16.548,0.017
2018-04-04 00:00:00,edc7d2ee,AC,AC,,,,237.607,0.238
2018-04-04 00:00:00,2cd25dbc,Fridge 3,Fridge,,,,74.750,0.075
2018-04-04 01:00:00,5019bfce,Fridge,Fridge,,,,15.908,0.016
2018-04-04 01:00:00,b189bddc,Light 1,Light,,,,3.783,0.004
2018-04-04 01:00:00,mains,Total Usage,,,,,682.703,0.683
2018-04-04 01:00:00,ee2fc57a,Dryer 2,Dryer,,,,9.438,0.009
2018-04-04 01:00:00,edc7d2ee,AC,AC,,,,171.772,0.172
2018-04-04 01:00:00,2cd25dbc,Fridge 3,Fridge,,,,37.800,0.038
2018-04-04 02:00:00,5019bfce,Fridge,Fridge,,,,54.944,0.055
2018-04-04 02:00:00,b189bddc,Light 1,Light,,,,1.868,0.002
2018-04-04 02:00:00,mains,Total Usage,,,,,1040.502,1.041
2018-04-04 02:00:00,ee2fc57a,Dryer 2,Dryer,,,,6.006,0.006
2018-04-04 02:00:00,edc7d2ee,AC,AC,,,,458.732,0.459
2018-04-04 02:00:00,2cd25dbc,Fridge 3,Fridge,,,,76.328,0.076
2018-04-04 03:00:00,b189bddc,Light 1,Light,,,,82.449,0.082
2018-04-04 03:00:00,mains,Total Usage,,,,,1024.236,1.024
2018-04-04 03:00:00,edc7d2ee,AC,AC,,,,445.100,0.445
2018-04-04 03:00:00,2cd25dbc,Fridge 3,Fridge,,,,38.042,0.038
2018-04-04 04:00:00,5019bfce,Fridge,Fridge,,,,58.190,0.058
2018-04-04 04:00:00,b189bddc,Light 1,Light,,,,25.859,0.026
2018-04-04 04:00:00,mains,Total Usage,,,,,1358.297,1.358
2018-04-04 04:00:00,edc7d2ee,AC,AC,,,,701.688,0.702
2018-04-04 04:00:00,2cd25dbc,Fridge 3,Fridge,,,,75.964,0.076
2018-04-04 05:00:00,5019bfce,Fridge,Fridge,,,,59.990,0.060
2018-04-04 05:00:00,b189bddc,Light 1,Light,,,,20.709,0.021
2018-04-04 05:00:00,mains,Total Usage,,,,,1612.447,1.612
2018-04-04 05:00:00,edc7d2ee,AC,AC,,,,836.448,0.836
2018-04-04 05:00:00,2cd25dbc,Fridge 3,Fridge,,,,38.285,0.038
2018-04-04 06:00:00,5019bfce,Fridge,Fridge,,,,22.079,0.022
2018-04-04 06:00:00,b189bddc,Light 1,Light,,,,113.946,0.114
2018-04-04 06:00:00,mains,Total Usage,,,,,2019.228,2.019
2018-04-04 06:00:00,edc7d2ee,AC,AC,,,,1364.499,1.364
2018-04-04 06:00:00,2cd25dbc,Fridge 3,Fridge,,,,38.406,0.038
2018-04-04 07:00:00,5019bfce,Fridge,Fridge,,,,42.736,0.043
2018-04-04 07:00:00,b189bddc,Light 1,Light,,,,72.610,0.073
2018-04-04 07:00:00,mains,Total Usage,,,,,1155.553,1.156
2018-04-04 07:00:00,edc7d2ee,AC,AC,,,,554.022,0.554
2018-04-04 07:00:00,2cd25dbc,Fridge 3,Fridge,,,,77.056,0.077
2018-04-04 08:00:00,5019bfce,Fridge,Fridge,,,,54.694,0.055
2018-04-04 08:00:00,b189bddc,Light 1,Light,,,,31.812,0.032
2018-04-04 08:00:00,mains,Total Usage,,,,,1336.990,1.337
2018-04-04 08:00:00,edc7d2ee,AC,AC,,,,515.016,0.515
2018-04-04 08:00:00,2cd25dbc,Fridge 3,Fridge,,,,38.285,0.038
2018-04-04 09:00:00,5019bfce,Fridge,Fridge,,,,29.760,0.030
2018-04-04 09:00:00,mains,Total Usage,,,,,595.730,0.596
2018-04-04 09:00:00,2cd25dbc,Fridge 3,Fridge,,,,76.813,0.077
2018-04-04 10:00:00,5019bfce,Fridge,Fridge,,,,48.346,0.048
2018-04-04 10:00:00,b9df9a21,Dishwasher,Dishwasher,,,,124.911,0.125
2018-04-04 10:00:00,a7de118f,Heat 3,Mystery Heat,,,,90.840,0.091
2018-04-04 10:00:00,mains,Total Usage,,,,,1285.381,1.285
2018-04-04 10:00:00,edc7d2ee,AC,AC,,,,409.363,0.409
2018-04-04 10:00:00,2cd25dbc,Fridge 3,Fridge,,,,38.406,0.038
2018-04-04 11:00:00,5019bfce,Fridge,Fridge,,,,50.496,0.050
2018-04-04 11:00:00,b9df9a21,Dishwasher,Dishwasher,,,,522.463,0.522
2018-04-04 11:00:00,b189bddc,Light 1,Light,,,,1.891,0.002
2018-04-04 11:00:00,mains,Total Usage,,,,,3689.814,3.690
2018-04-04 11:00:00,90e29231,Dryer,Dryer,,,,192.931,0.193
2018-04-04 11:00:00,ee2fc57a,Dryer 2,Dryer,,,,4.388,0.004
2018-04-04 11:00:00,edc7d2ee,AC,AC,,,,8.278,0.008
2018-04-04 11:00:00,2cd25dbc,Fridge 3,Fridge,,,,37.921,0.038
2018-04-04 12:00:00,b9df9a21,Dishwasher,Dishwasher,,,,212.405,0.212
2018-04-04 12:00:00,b189bddc,Light 1,Light,,,,6.931,0.007
2018-04-04 12:00:00,mains,Total Usage,,,,,1106.054,1.106
2018-04-04 12:00:00,ee2fc57a,Dryer 2,Dryer,,,,5.148,0.005
2018-04-04 12:00:00,31ac3118,AC 2,AC,,,,2.436,0.002
2018-04-04 12:00:00,2cd25dbc,Fridge 3,Fridge,,,,75.964,0.076
2018-04-04 13:00:00,5019bfce,Fridge,Fridge,,,,39.938,0.040
2018-04-04 13:00:00,b189bddc,Light 1,Light,,,,80.770,0.081
2018-04-04 13:00:00,mains,Total Usage,,,,,659.703,0.660
