id,lat,long
103941,36.9587533,-112.9758274
1232644,37.2065196,-113.2747781
787197,36.9902621,-112.9757702
238320,37.5034316,-122.3064554
349060,34.6462247,-111.7885507
477834,40.2463234,-111.7030329
641826,37.05509869999999,-112.52786
896164,33.7045334,-118.0291067
717193,36.95268069999999,-112.9597072
627759,36.958596,-112.9845471
569932,37.17510499999999,-113.382926
466851,40.710912,-111.962157
256177,36.9591277,-112.9888774
505347,36.952701,-112.9926232
